career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.2478179816426967,0.0,1.0,0.122150085095016
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.3389936766091492,2.0,1.0,0.1249579453632905
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.2679004519558118,2.0,0.0,0.0785985439883608
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3453262415046969,7.0,1.0,0.1713355957938626
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3617647160857512,7.0,1.0,0.094739421152073
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2930773200875612,9.0,0.0,0.165072187861348
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.2083724943387948,11.0,0.0,0.0666528106816596
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.3349362814450307,7.0,0.0,0.1385732808103904
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2192637030456988,0.0,1.0,0.1169934008347194
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1456578840198547,9.0,1.0,0.1946344049260508
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.3787693322292721,9.0,0.0,0.1090742824147639
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1298660383363578,9.0,1.0,0.2203597711762201
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1895075456930856,3.0,0.0,0.1422660442620172
ML Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.1358173985505044,2.0,1.0,0.1029082483858977
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2125512294963238,5.0,1.0,0.1733706683207114
Data Scientist,Bootcamp Graduate,NO BUDGET,Soon,1.0,0.1303846548488078,8.0,0.0,0.0591030803132711
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.3446033527787992,10.0,1.0,0.2438297361534929
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.141984251204667,2.0,0.0,0.116250203483702
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3386921572912206,11.0,1.0,0.161485659979589
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2142049126266518,3.0,1.0,0.0617209623107773
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.2118684991049481,10.0,1.0,0.1494264796307944
Data Scientist,Bachelor in Psychology,Limited,Urgent,2.0,0.2971094667271565,0.0,0.0,0.2113234051088966
ML Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.1171808682197685,1.0,0.0,0.2194401552480234
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.3107991279189549,1.0,0.0,0.0920146420498639
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.3474609739675181,11.0,0.0,0.139182109044999
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.2900153939559146,4.0,0.0,0.1247421311119578
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.236460623175468,1.0,1.0,0.0926984275250556
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1324656906779617,3.0,0.0,0.2057414103116799
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1859302698835205,10.0,1.0,0.2336620214802296
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.3053714659564891,11.0,0.0,0.1810205480850938
Data Scientist,Bachelor in Humanities,Limited,Urgent,1.0,0.1369034421659872,7.0,0.0,0.2321600931925257
Data Scientist,Bootcamp Graduate,Limited,Soon,0.0,0.268256682321048,8.0,0.0,0.2462711287607749
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2078793250196728,11.0,0.0,0.1979993256615796
ML Engineer,Bachelor in Psychology,NO BUDGET,Soon,0.0,0.2753418899203983,4.0,0.0,0.1443546388732135
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.2609405023116505,0.0,0.0,0.0936079532797645
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3039960885940011,5.0,0.0,0.1922723603637224
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1899259116125238,4.0,0.0,0.1708883584129127
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2486921716121644,11.0,0.0,0.0883777028554146
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3513526568808378,1.0,0.0,0.1367521259785646
ML Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.1131474003642015,0.0,1.0,0.1786659883776846
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3524877221641724,9.0,1.0,0.0615279722701975
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.3352592237541255,3.0,1.0,0.108376803904203
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.3172848689379767,5.0,0.0,0.2215014732776253
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.2841807753403118,2.0,1.0,0.0944658926118557
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.2476418586974292,5.0,0.0,0.2075698096926957
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.2254420798208593,0.0,1.0,0.106034970750067
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.2401428055641107,0.0,1.0,0.0921704358969132
Data Cientist,Bachelor in Humanities,Very Limited,Soon,1.0,0.1862707557513616,0.0,0.0,0.1159805115297454
Data Scientist,Bachelor in Humanities,Limited,Soon,1.0,0.3575877902261495,7.0,0.0,0.0849132288390346
ML Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.1578327856474328,5.0,0.0,0.144244635712974
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.2253606254552076,9.0,1.0,0.0760766376174202
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1891623663841973,6.0,0.0,0.1479912781820774
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.2697150631204091,8.0,0.0,0.2063817337757669
ML Engineer,Bachelor in Psychology,Limited,Soon,2.0,0.3776675399182011,4.0,0.0,0.2078149040220495
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.173066209630356,4.0,0.0,0.0597790131478907
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.3655452665568173,6.0,0.0,0.1377531760808089
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,0.0,0.299420984351445,9.0,0.0,0.1248326046936485
Software Engineer,Bachelor in Psychology,Very Limited,Soon,1.0,0.159939120523995,8.0,0.0,0.1119497132577647
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.1586945631341933,8.0,1.0,0.1560939758066288
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3146658760793298,9.0,1.0,0.2197296695395527
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.1682290164061573,3.0,0.0,0.0692248554948724
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.1644442505740349,0.0,1.0,0.1476225202989171
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.192226126446224,1.0,0.0,0.0659073311354269
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.3704843186630518,4.0,1.0,0.0657060393481142
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.3252177633216014,4.0,1.0,0.0884149176257426
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3102772299828736,4.0,0.0,0.0919369157658972
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3072029879977752,7.0,1.0,0.2268378280145556
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1718885105484998,6.0,0.0,0.2226375395743002
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.1440255783566854,7.0,1.0,0.0754865621805881
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.3034032114063377,8.0,0.0,0.2095557478028086
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.3586163492004786,8.0,1.0,0.0781428435085128
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.2674129655022822,5.0,1.0,0.1970040169815321
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1905908867974642,7.0,1.0,0.1204926496366617
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.324150849116416,2.0,0.0,0.1348364809120406
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3314415924178715,4.0,0.0,0.1849620163189956
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.1462817790223856,4.0,0.0,0.0576616899569593
Software Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.363242355720062,3.0,0.0,0.2442393715066085
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.1529084379117967,3.0,1.0,0.0753571190643705
ML Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.2272378085010766,2.0,0.0,0.1353851602060863
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1189027905506435,10.0,0.0,0.1604436052597986
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.1268272277171051,11.0,1.0,0.1175334495665578
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.2660374521559746,8.0,1.0,0.0868630432639832
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1643171348531155,10.0,0.0,0.244399501589365
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.3609179517859128,11.0,1.0,0.2399231056792856
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.1997701504963844,6.0,0.0,0.1706907515689857
Data Scientist,Bachelor in Humanities,Very Limited,Soon,2.0,0.3859741204786845,9.0,0.0,0.1449025887193252
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3443190160281505,5.0,1.0,0.1378671509421635
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.2598004641787899,0.0,1.0,0.1006050957965035
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.1875332887661679,2.0,0.0,0.164218383804093
ML Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3299659282645948,7.0,0.0,0.1171064410268802
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3313841843797925,3.0,0.0,0.1324917665994449
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2775753033971205,0.0,1.0,0.1530165254537064
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.2890651571367326,6.0,1.0,0.20741620754038
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,0.0,0.3574259289134341,11.0,0.0,0.0713220169371303
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1616614854078879,2.0,0.0,0.0879037347667773
Software Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.2768744377992651,7.0,0.0,0.1700849336086786
Software Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.1599693126169399,6.0,0.0,0.1515921062487302
ML Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.2454136804084928,0.0,0.0,0.1278428873879238
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.3645387828015868,1.0,0.0,0.2052006387181698
Software Engineer,Bachelor in Psychology,Very Limited,Soon,2.0,0.179068970440224,1.0,0.0,0.0839089973967939
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.2035439371996831,5.0,1.0,0.2117330438636464
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.2265757537918554,4.0,1.0,0.1406490531218712
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1683532314334642,8.0,1.0,0.1894648714507954
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1059143006966372,2.0,1.0,0.2004161307674171
ML Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.162517867838182,1.0,0.0,0.0705293968825042
Data Scientist,Bachelor in Psychology,Very Limited,Soon,0.0,0.1948977460656332,9.0,1.0,0.1392051990947301
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.3884718054367225,0.0,1.0,0.0924783369596218
Software Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.3775776548210241,2.0,1.0,0.1266566886564744
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.2595824819671318,1.0,0.0,0.1777727420920765
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1072522369455954,0.0,0.0,0.1588473655927607
Data Scientist,Bachelor in Psychology,Very Limited,Soon,2.0,0.3871650695357893,2.0,0.0,0.2296154731098724
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.3348917485997567,2.0,0.0,0.0872506188133374
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.2582628987907718,11.0,0.0,0.08018179509959
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.2926075214949724,7.0,1.0,0.2438296513118493
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2373328142132603,11.0,1.0,0.1629948321466391
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.2765870992826189,0.0,0.0,0.0794047423395103
ML Engineer,Bootcamp Graduate,Very Limited,URGENT,2.0,0.1027334099232522,4.0,0.0,0.1083884891292575
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.2891676008481731,4.0,1.0,0.237564524852285
Data Scientist,Bachelor in Psychology,EXPENSIVE,Urgent,1.0,0.3377126651135917,10.0,0.0,0.1335937609673816
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.245482756358159,4.0,1.0,0.1575695120438175
ML Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.1585564766489911,9.0,0.0,0.1275170649617581
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1130456712524442,0.0,1.0,0.0892857144423869
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.109960124852623,6.0,1.0,0.2384679550595174
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3394978487672846,10.0,0.0,0.2160494414693186
Data Scientist,Bachelor in Psychology,Limited,Soon,2.0,0.1756197223770765,10.0,1.0,0.1388271269279549
Data Scientist,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2747613935494674,9.0,1.0,0.0645811690755465
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.2305683627071638,0.0,1.0,0.2338565163938725
ML Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.1792938201595786,6.0,0.0,0.2432917340096695
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1548978396598055,4.0,0.0,0.1568338001686051
Software Engineer,Bootcamp Graduate,Very Limited,Soon,1.0,0.2226004347180966,5.0,1.0,0.083543893359807
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.3857126392471176,5.0,0.0,0.1726902712507645
YouTuber,Bachelor in Psychology,Limited,Soon,1.0,0.1547640085332352,3.0,1.0,0.0779336840664233
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.127262712247581,3.0,1.0,0.0936015669979789
Software Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.178963677789756,8.0,0.0,0.1022596787903091
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1901071827961704,8.0,0.0,0.0996100299777238
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.150917602563228,8.0,0.0,0.1207454307521138
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.1264134062723936,9.0,0.0,0.1934557095978299
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.3134428350795624,8.0,1.0,0.0830859387303387
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,1.0,0.1664311527572001,1.0,1.0,0.2155966286845379
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1499884400655168,11.0,1.0,0.165465113020672
ML Engineer,Bachelor in Humanities,Limited,SOON,0.0,0.2396557913913105,9.0,1.0,0.1304094894983276
ML Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.1342819956246428,2.0,0.0,0.1806650832168925
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.275884145307924,11.0,1.0,0.0969387213358062
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,1.0,0.1717146829070561,1.0,0.0,0.1960428921358144
Data Scientist,Bachelor in Humanities,Limited,Soon,0.0,0.2137866912999496,1.0,1.0,0.2351780935858149
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.1037358484501497,7.0,0.0,0.1550898532226866
Data Scientist,Bachelor in Humanities,Very Limited,Soon,1.0,0.1153961306958178,2.0,1.0,0.1436353699824704
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.3660268708821198,3.0,0.0,0.0900558688371206
Software Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1017769177378758,0.0,0.0,0.0720990739134359
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.2484671299287693,4.0,1.0,0.2487436849243257
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.3227492172361483,11.0,1.0,0.0505411449340734
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.1838066913392249,10.0,1.0,0.1508081806470873
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1344431463393405,6.0,1.0,0.0614195782022597
Software Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.2102258611924531,10.0,1.0,0.0946146550478783
ML Engineer,Bootcamp Graduate,Limited,Urgent,0.0,0.3510762638435687,8.0,0.0,0.2120416417870765
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1569677999058167,9.0,0.0,0.149917348966371
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.3906289667267201,4.0,1.0,0.0814762604191415
Data Scientist,Bachelor in Psychology,Very Limited,Soon,2.0,0.1144216353124454,5.0,1.0,0.1915684708307836
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.3880723762434312,2.0,1.0,0.1363494131078125
Data Scientist,Bachelor in Psychology,Limited,Soon,1.0,0.3251816477295495,11.0,0.0,0.131648801126098
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.3491798342065952,7.0,0.0,0.0616250419879928
Software Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.2827656256397206,5.0,0.0,0.1143965269076983
ML Engineer,Bachelor in Humanities,Limited,Urgent,0.0,0.1591586645657798,10.0,0.0,0.0612094578309258
Software Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1736672172520629,4.0,0.0,0.1697329071298696
Software Engineer,Bachelor in Humanities,Limited,Soon,2.0,0.2115031788682173,2.0,1.0,0.1460706978809174
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.3546193291253612,4.0,1.0,0.1596313657951223
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.1381541279563033,11.0,1.0,0.1465912657071458
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.2442772598141142,6.0,0.0,0.0518292631150076
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1035306017259378,7.0,1.0,0.1771329217681642
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.1236514369971603,4.0,1.0,0.2236795262988416
Data Scientist,Bachelor in Humanities,Limited,Urgent,0.0,0.3872562390934718,10.0,1.0,0.1005639859910867
ML Engineer,Bachelor in Humanities,Very Limited,Urgent,2.0,0.2284715272356501,4.0,0.0,0.1406230762278539
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1155718212608418,10.0,0.0,0.1679454725100025
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.2436269756348258,2.0,1.0,0.1415524135875518
Data Scientist,Bootcamp Graduate,Very Limited,Urgent,1.0,0.1851915980208205,1.0,0.0,0.1176773881013283
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3781624564531214,4.0,1.0,0.1367166856548902
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.1538780019433664,0.0,1.0,0.0621714452238312
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.2518314442824125,1.0,1.0,0.2081131475921084
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1085884025769447,11.0,1.0,0.1929466250040764
Data Scientist,Bachelor in Humanities,Limited,Soon,1.0,0.2781591127834262,2.0,0.0,0.238462619302424
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2153004854997328,2.0,1.0,0.2146323736048406
Software Engineer,Bachelor in Humanities,Limited,Soon,0.0,0.1684238201614467,2.0,0.0,0.1754224274262911
Data Scientist,Bootcamp Graduate,Limited,Urgent,0.0,0.1838315275083142,4.0,1.0,0.1511447722447982
ML Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.198229971378544,3.0,0.0,0.0889967724447376
ML Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1463564121915526,8.0,0.0,0.0874576656209047
ML Engineer,Bootcamp Graduate,Very Limited,Urgent,2.0,0.1664378542119517,5.0,0.0,0.0941278885449643
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1715441219782544,2.0,0.0,0.1778935973308688
ML Engineer,Bachelor in Humanities,Limited,Urgent,2.0,0.1881080988789747,0.0,1.0,0.0572556240011379
Data Scientist,Bachelor in Psychology,Limited,Urgent,1.0,0.1307332653033894,11.0,1.0,0.0625115831191662
Data Scientist,Bachelor in Humanities,Limited,Urgent,2.0,0.3013447590956121,10.0,1.0,0.1143261505789327
ML Engineer,Bachelor in Humanities,Very Limited,Soon,0.0,0.3228704800983212,4.0,0.0,0.2466314133065895
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.1242742002422923,10.0,1.0,0.2098771113387144
ML Engineer,Bachelor in Psychology,Very Limited,Soon,0.0,0.1102033627764751,7.0,0.0,0.1669634161772738
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3297921591727216,7.0,0.0,0.2187440789837152
Software Engineer,Bachelor in Humanities,Very Limited,Urgent,0.0,0.1343999803915668,7.0,1.0,0.0684892257464106
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.2904476425246879,4.0,0.0,0.229010533020219
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.384090249423039,10.0,1.0,0.1415414789270113
Software Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.3383809449020739,6.0,0.0,0.2192891439447742
Software Engineer,Bachelor in Humanities,Limited,Soon,1.0,0.1256778802735371,10.0,0.0,0.1187839803765939
ML Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1432520512569188,5.0,0.0,0.1312516613391138
Data Scientist,Bachelor in Humanities,Very Limited,URGENT,0.0,0.2893015562917694,9.0,0.0,0.2346891275894361
Data Scientist,Bootcamp Graduate,Limited,Soon,1.0,0.2022547275052949,7.0,1.0,0.2346261917135665
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.2282057547193998,6.0,0.0,0.1818289381699019
Data Scientist,Bootcamp Graduate,Very Limited,Soon,1.0,0.1617319268422544,3.0,1.0,0.1728342774701299
Software Engineer,Bachelor in Psychology,Limited,Urgent,1.0,0.1386742268137535,1.0,1.0,0.0696602971433279
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.1992946683668344,5.0,0.0,0.0746115263406475
Software Engineer,Bootcamp Graduate,Very Limited,Urgent,0.0,0.389601144980326,2.0,1.0,0.1764961932213131
ML Engineer,Bachelor in Psychology,Limited,Urgent,2.0,0.1998734899715462,6.0,0.0,0.0973692874608242
Software Engineer,Bachelor in Humanities,Very Limited,Soon,2.0,0.2084291905208219,11.0,1.0,0.1136612754447547
Software Engineer,Bootcamp Graduate,Very Limited,Soon,2.0,0.1517586333098691,11.0,0.0,0.2220429554310225
Data Scientist,Bootcamp Graduate,Limited,Urgent,1.0,0.2008807164618293,4.0,1.0,0.1926695564500741
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1114630363230271,3.0,0.0,0.1547841881904974
Data Scientist,Bachelor in Humanities,Limited,Soon,2.0,0.3380614318206252,9.0,0.0,0.0534547306623874
Software Engineer,Bootcamp Graduate,Limited,Soon,0.0,0.1137398564078345,1.0,0.0,0.1469785950651597
ML Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.202980645329905,9.0,0.0,0.1461757083135141
Software Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.1905620750124351,7.0,0.0,0.1454130543343396
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2878571035559263,6.0,0.0,0.2233890512415363
Software Engineer,Bootcamp Graduate,Limited,Soon,1.0,0.1597788399356992,7.0,1.0,0.1705534177605938
Data Scientist,Bootcamp Graduate,Limited,Urgent,2.0,0.2358285552776873,7.0,0.0,0.0904153896309166
Software Engineer,Bachelor in Psychology,Very Limited,Urgent,0.0,0.3651469625701007,5.0,1.0,0.1214429040202141
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.2568834223117469,5.0,0.0,0.1827837238050841
Software Engineer,Bootcamp Graduate,Limited,Urgent,2.0,0.2555390305286418,0.0,1.0,0.1393715490586827
Software Engineer,Bachelor in Humanities,Very Limited,Soon,1.0,0.3482968808065899,4.0,1.0,0.2214491476249112
Data Scientist,Bachelor in Psychology,Limited,Soon,0.0,0.2040996489872361,2.0,1.0,0.1532803150907363
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,2.0,0.3607766129097605,10.0,0.0,0.2224881856368697
ML Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.3466897468364376,1.0,1.0,0.1998259147323732
Software Engineer,Bachelor in Psychology,Limited,Urgent,0.0,0.1313213481269354,3.0,0.0,0.1833267210200594
Data Scientist,Bachelor in Psychology,Very Limited,Soon,1.0,0.3827335692091037,5.0,0.0,0.1604096318373407
ML Engineer,Bachelor in Humanities,NO BUDGET,Soon,1.0,0.1963018594249193,5.0,1.0,0.1895019227621773
Software Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.2223787017861598,11.0,0.0,0.0861004145186515
Software Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2309700253074426,1.0,1.0,0.2489670889502684
Data Scientist,Bootcamp Graduate,Very Limited,Soon,0.0,0.2201889319902878,3.0,0.0,0.1737434277110399
Data Scientist,Bachelor in Psychology,Limited,Urgent,0.0,0.1825137105944229,4.0,0.0,0.1306347462234993
ML Engineer,Bachelor in Psychology,Limited,Soon,1.0,0.3425242642256535,1.0,0.0,0.1730421741304025
ML Engineer,Bootcamp Graduate,Limited,Urgent,1.0,0.2832238841488089,6.0,0.0,0.2090244440529641
Sofware Engineer,Bachelor in Psychology,Very Limited,Urgent,1.0,0.2325392259585832,5.0,0.0,0.0901576713542226
YouTuber,Bootcamp Graduate,Limited,Urgent,1.0,0.2805344120068118,10.0,0.0,0.0843729162680537
ML Engineer,Bootcamp Graduate,Limited,Soon,2.0,0.1196189262218076,2.0,1.0,0.1078840350813838
Software Engineer,Bootcamp Graduate,Very Limited,Soon,0.0,0.1751590587759363,1.0,0.0,0.2261599628089267
Software Engineer,Bachelor in Humanities,Limited,Urgent,1.0,0.2925771201403638,7.0,1.0,0.0969008549375366
Data Scientist,Bachelor in Psychology,Very Limited,Urgent,0.0,0.1752593251902635,2.0,0.0,0.2000493856496824
Data Scientist,Bachelor in Humanities,Limited,Soon,1.0,0.3731146395531713,11.0,1.0,0.1480723216162598
