career_field,current_education_level,budget_constraint,timeline_urgency,years_of_experience,gpa_percentile,research_experience_months,project_portfolio_count,viability_score
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.4794923976260209,13.0,4.0,0.4355851889410587
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.6092094058370718,20.0,2.0,0.5357622626773714
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5373306219223666,15.0,3.0,0.4369588854041631
QA Engineer,Bachelor in Economics,,Moderate (1-2 years),4.0,0.4970185729180373,29.0,2.0,0.5072901570811027
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),2.0,0.60062284595321,31.0,3.0,0.4304307073140053
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.422733910419759,11.0,3.0,0.4381486633063011
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.6041220378758589,20.0,2.0,0.4702032168664491
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,,27.0,4.0,0.3616486335270492
,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.5343475053870129,25.0,3.0,0.4688027552436186
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.489366660833828,33.0,2.0,0.4344507025267059
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),3.0,0.424564970960628,15.0,3.0,0.4055370217207789
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.5748367658176406,28.0,4.0,0.4182504290191506
Tech Writer,Bachelor in Physics,Moderate,,4.0,0.5496244998890716,27.0,,0.3613776626717293
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.5904356684356323,12.0,3.0,0.3812749323429249
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.5343930145654294,11.0,2.0,0.5313345041773534
Tech Writer,Bachelor in Economics,Limited,,6.0,0.5675262918723601,21.0,4.0,0.4667091116841005
Data Scientist,,Limited,Moderate (1-2 years),3.0,0.4979795833527988,8.0,3.0,0.4330066348247875
Data Scientist,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.5843119760310829,10.0,4.0,0.5343908376493737
,,Moderate,Moderate (1-2 years),5.0,0.40405761334724,28.0,4.0,0.4245915429194399
QA Engineer,Bachelor in Physics,Moderate,Moderate (1-2 years),3.0,0.4554234294951957,30.0,2.0,0.4903597862437422
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),6.0,0.4425675183338434,24.0,2.0,0.3655717256625796
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),3.0,0.4557413426142515,16.0,,0.5371332608266869
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.5460138356325537,18.0,3.0,0.5474721758857645
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.6026971973399381,24.0,3.0,0.4903418565769304
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.6334894190452439,21.0,2.0,0.3731909449551816
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.5215514514044645,16.0,3.0,0.4258873259503755
UX Designer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.4408761174706221,,3.0,0.4514778594559085
QA Engineer,Bachelor in Physics,Moderate,,3.0,0.4519098379081819,33.0,3.0,0.5283318046216616
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.5105029495842907,20.0,3.0,0.4968618343842861
,Bachelor in Economics,,Soon (6-12 months),5.0,0.5305973311798383,22.0,2.0,0.5419892765954093
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.4897693104091974,34.0,3.0,0.4458650379072458
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),6.0,0.4024597600508449,27.0,2.0,0.4382598674523548
Data Scientist,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.5224267988308405,32.0,4.0,0.3658143411529094
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.5282756863668252,27.0,2.0,0.4806994212743886
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.6445006312238946,30.0,2.0,0.3755394246663656
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),4.0,,20.0,3.0,0.4589361942426238
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),150.0,0.4225888955564253,21.0,4.0,0.5425138768580426
QA Engineer,Bachelor in Economics,Limited,,2.0,0.4768452996236976,26.0,4.0,0.3781194204012956
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.4432141428032187,29.0,3.0,0.4172213130363924
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),2.0,0.5394068118369928,10.0,3.0,0.5326811085659257
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.5592209472414993,10.0,4.0,0.4539257672973573
UX Designer,Master in Data Science,Limited,Soon (6-12 months),150.0,0.5795767296480618,12.0,4.0,0.3539222968245621
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.6113995666454893,35.0,4.0,0.3789099638907702
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.4475543273113237,20.0,2.0,0.4363411952786794
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.4618012948569423,34.0,2.0,0.4726798927806054
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.538904216659366,30.0,3.0,0.5375429073726736
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.6365478888446332,10.0,2.0,0.5136315452292628
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5596345694029456,12.0,2.0,0.4088725160723154
UX Designer,Master in Data Science,,Soon (6-12 months),,0.527143629914974,30.0,4.0,0.3576126700324366
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.4756333343417762,9.0,,0.3951578503703331
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.551364755075681,34.0,4.0,0.5338856946410566
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,,9.0,4.0,0.4556686092685452
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),80.0,0.5129766332196638,13.0,4.0,0.5331529361526481
UX Designer,Bachelor in Physics,Moderate,,4.0,0.5011018563388393,13.0,3.0,0.4943470366475422
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.4870038005028354,30.0,4.0,0.5423009582319128
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),6.0,0.4961438554186689,32.0,4.0,0.4288256674621384
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.5365267680450053,13.0,2.0,0.4795225101515967
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),4.0,0.413110108702887,35.0,2.0,0.5103312811072116
Tech Writer,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.5108923614913431,7.0,3.0,0.4694467962459022
,Master in Data Science,$50K,Moderate (1-2 years),4.0,0.5215556874932823,17.0,3.0,0.5060826013142973
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.4646267604855696,31.0,3.0,0.3936505397123714
QA Engineer,Bachelor in Physics,Moderate,,2.0,0.4433906978532552,20.0,2.0,0.389594146620642
QA Engineer,,Limited,Moderate (1-2 years),4.0,0.4239030649802946,16.0,,0.5037031119042328
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.631658116939858,22.0,3.0,0.5005924504552155
QA Engineer,Master in Data Science,Limited,,6.0,0.5359057988634868,15.0,3.0,0.4604937589375636
UX Designer,Master in Data Science,Limited,Soon (6-12 months),2.0,0.4946031290657352,10.0,4.0,0.5090353944196025
QA Engineer,,Moderate,Moderate (1-2 years),4.0,,28.0,4.0,0.409024020924235
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.4212928695991804,21.0,4.0,0.5040222958826258
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5239946383550774,26.0,2.0,0.4257671969245257
Tech Writer,Bachelor in Economics,Limited,SOON (6-12 MONTHS),6.0,0.5092106040063373,15.0,3.0,0.47725403045276
Data Scientist,Bachelor in Economics,Moderate,Moderate (1-2 years),5.0,0.4951040142420879,27.0,3.0,0.3595345139504944
,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.5550967895566772,17.0,2.0,0.3947197346832771
Sofware Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.4222191680390206,,4.0,0.3883736981495812
,Bachelor in Physics,Limited,Soon (6-12 months),,0.4818269224353076,22.0,4.0,0.537640308170323
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),6.0,0.558473264962482,15.0,4.0,0.4365537745983116
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.5052950610726868,250.0,2.0,0.4230016262710291
QA Engineer,,Limited,Moderate (1-2 years),2.0,0.4476823040599415,15.0,2.0,0.3838325093097101
UX Designer,,Limited,Moderate (1-2 years),4.0,0.5659693653391491,35.0,2.0,0.440227287870933
Data Scientist,Bachelor in Economics,EXPENSIVE,Soon (6-12 months),3.0,0.4779826099977255,26.0,2.0,0.4466375300143621
UX Designer,Bachelor in Physics,,Moderate (1-2 years),3.0,0.5932440659010607,31.0,4.0,0.47418732169694
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.5942494974961926,9.0,2.0,0.513494311847807
QA Engineer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.5437669956113709,26.0,4.0,0.3844425066743993
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.4205991900340303,34.0,3.0,0.3868038494938452
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),4.0,0.5552064951693422,24.0,,0.5376299892103114
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,,25.0,3.0,0.4922267017899274
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.5316315211930149,200.0,3.0,0.3682408861308094
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.4132071882034707,31.0,3.0,0.4498840562157625
QA Engineer,Bachelor in Economics,,Moderate (1-2 years),,0.4376138991164472,24.0,4.0,0.4842214096837204
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),3.0,0.5075869893913192,14.0,3.0,0.5008759393953841
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),2.0,,23.0,2.0,0.4037999115642496
Tech Writer,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.6355994003401763,,4.0,0.5249533089317066
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.642682561097321,31.0,2.0,0.3630148980609578
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.5016022593622016,26.0,4.0,1.5
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.5524956341397198,28.0,3.0,0.3627013654352693
UX Designer,Master in Data Science,,Soon (6-12 months),2.0,0.4636190476324539,20.0,3.0,0.4634346697682172
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.5285894185131206,300.0,3.0,0.5370153187479146
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),3.0,0.4575743741090879,35.0,3.0,0.4349451514327604
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.5228206054598064,14.0,4.0,0.4059861829133837
Tech Writer,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.4329129238531279,11.0,3.0,0.489896208495059
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.4088370303126392,35.0,4.0,0.3609901481450659
Tech Writer,Master in Data Science,Limited,,3.0,0.4046363902418555,31.0,4.0,0.4412558391148735
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.6476348534071293,24.0,3.0,0.462796600062616
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),2.0,0.4894903191747367,,2.0,0.3619525386970257
,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.6261976585067797,8.0,3.0,0.5494188990135095
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),2.0,0.561272987594776,35.0,3.0,0.5472607456887348
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.5601082564229536,10.0,3.0,0.4602492243765007
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,0.5890962565264177,32.0,2.0,0.4579041856539058
QA Engineer,,Limited,Soon (6-12 months),6.0,0.4353752379684656,,4.0,0.4138935659052872
QA Engineer,Bachelor in Physics,,Moderate (1-2 years),3.0,0.4731297057530912,32.0,2.0,0.4643005183378895
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.477487652339966,13.0,2.0,0.3775954313029316
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),2.0,0.4671227974898048,24.0,2.0,0.3559696457006981
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),4.0,0.5674321505751667,10.0,4.0,0.4172855278157089
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.5633888851097487,,2.0,0.4874120007802638
UX Designer,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.4714068752961702,11.0,4.0,0.382913511981227
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),5.0,0.4466240403923469,20.0,3.0,0.4234014350929694
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.6375402044988037,26.0,3.0,0.5379932175085802
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),2.0,,29.0,3.0,0.463585359096865
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),,0.5037274933433029,15.0,2.0,0.3927246459466157
UX Designer,Master in Data Science,,Moderate (1-2 years),5.0,0.5312613686304218,18.0,3.0,0.5029601612469901
UX Designer,Bachelor in Economics,Limited,,150.0,0.569859145904343,33.0,2.0,0.4239200460137824
QA Engineer,Master in Data Science,,Soon (6-12 months),2.0,0.5309293649529637,27.0,4.0,0.3901006040845426
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.5714683538367027,19.0,4.0,0.5064655840293902
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.526165193673839,27.0,,0.4685092472288164
Data Scientist,Bachelor in Physics,Limited,Soon (6-12 months),2.0,1.5,12.0,2.0,0.3972162067047329
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),5.0,0.614470760632212,200.0,3.0,0.5408463356026709
UX Designer,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.5826287663174781,13.0,2.0,0.4755387460016559
QA Engineer,Bachelor in Economics,Limited,SOON (6-12 MONTHS),3.0,0.592837779113224,26.0,4.0,0.4115950710547571
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.4849451838967532,14.0,2.0,0.3571599290401581
Tech Writer,,Limited,Soon (6-12 months),4.0,0.5774824273537044,13.0,3.0,0.3656752498513981
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.6119762775603286,25.0,3.0,0.5057905089592433
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),4.0,0.4222000276049507,25.0,3.0,0.5107311694789174
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),5.0,0.4640384219513205,14.0,4.0,0.5161539675382347
UX Designer,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.4067752685824553,,2.0,0.4002358701024271
QA Engineer,Master in Data Science,,Soon (6-12 months),2.0,0.587887598214624,22.0,4.0,0.4259713298396692
Tech Writer,Master in Data Science,Moderate,Moderate (1-2 years),3.0,0.4905332406526814,18.0,4.0,0.4539404997025279
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),4.0,0.4860887132200804,6.0,4.0,0.3843117772821401
UX Designer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.6197338374207515,17.0,2.0,0.5123605192060092
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),6.0,0.5175147338482959,30.0,4.0,0.5198984342854454
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),4.0,0.5122768591079527,17.0,4.0,0.5033508872949056
UX Designer,,Limited,,6.0,0.4552402713115012,19.0,4.0,0.4527385873089194
UX Designer,Bachelor in Physics,Moderate,,2.0,0.6315999858211782,29.0,4.0,0.4133137080582258
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),5.0,0.4995029999704874,21.0,2.0,0.4388352542294473
Tech Writer,Bachelor in Economics,,Moderate (1-2 years),6.0,0.6248379341324695,11.0,,0.4261077942371889
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.5596167095868152,7.0,2.0,0.4652920259186943
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.6074634099581141,13.0,2.0,0.3529429159870343
Tech Writer,Bachelor in Economics,Moderate,Moderate (1-2 years),3.0,0.4231011718741643,21.0,3.0,0.4329792819774928
Data Scientist,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.6279158731051079,,2.0,0.4259795881028974
Data Scientist,Bachelor in Economics,Moderate,Moderate (1-2 years),5.0,0.5393371764968111,35.0,4.0,0.4149648532434358
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,,33.0,,0.52805165455519
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.630049461961469,,2.0,0.4769914377250959
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.4060405742967859,25.0,4.0,0.4325236618586277
UX Designer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.4580044248971053,20.0,3.0,0.4904861544849484
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),,0.4163003536498097,31.0,2.0,0.5086587485119183
Tech Writer,Bachelor in Physics,Moderate,Moderate (1-2 years),2.0,0.4349823465884415,22.0,2.0,0.4832650713235213
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),4.0,0.5789729420444003,15.0,4.0,0.393135618112745
QA Engineer,Bachelor in Economics,Moderate,,5.0,0.4452478310991096,25.0,3.0,0.4889949818339497
UX Designer,Master in Data Science,Limited,Moderate (1-2 years),3.0,0.6057523984699631,11.0,3.0,0.4674751406291839
QA Engineer,Bachelor in Economics,Limited,,6.0,0.6329697199759953,33.0,3.0,0.5021505870532772
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),4.0,0.4960525160733439,26.0,4.0,0.4848053781800114
Tech Writer,Bachelor in Physics,Limited,Soon (6-12 months),2.0,,22.0,3.0,0.486089752213721
Data Scientist,Bachelor in Physics,Moderate,,5.0,0.646191309012158,200.0,3.0,0.3900601340773628
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.5743500784090069,23.0,4.0,0.3920115845995402
UX Designer,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.5170492274883284,20.0,4.0,0.5111478138646116
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.5162979051543346,31.0,4.0,0.4991699970754724
Tech Writer,Master in Data Science,$50K,,3.0,,17.0,2.0,0.522883867168194
,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.4083102778432292,28.0,2.0,0.4523238619072443
Tech Writer,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.4165952473226279,11.0,2.0,0.4046301766344554
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),4.0,0.420405521157061,26.0,2.0,0.4950704298797235
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),2.0,0.6315499642144324,9.0,2.0,0.4671885680060301
QA Engineer,Bachelor in Physics,Moderate,Moderate (1-2 years),5.0,0.4220726728213462,14.0,3.0,0.5379272176597195
Data Scientist,Master in Data Science,EXPENSIVE,Soon (6-12 months),4.0,0.5058422614103047,18.0,2.0,0.3595842909595642
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),4.0,0.5015950207104494,7.0,4.0,0.3704714478895327
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),6.0,0.4773488871764014,12.0,4.0,0.4729354048439165
Data Scientist,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.6128707888748824,28.0,,0.4899659118021727
UX Designer,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.6145765003949117,10.0,4.0,0.5245191168354908
UX Designer,Bachelor in Economics,Moderate,,2.0,0.5157589943994125,7.0,4.0,0.3966584740588841
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.4465057755726836,33.0,4.0,0.5493956101474197
,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.6018467987558846,20.0,3.0,0.3851421843957095
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.527826322614322,16.0,3.0,0.4614501157172601
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),3.0,0.5304684622080806,29.0,2.0,0.3770001105664258
Data Cientist,Master in Data Science,Moderate,Moderate (1-2 years),5.0,0.4155651326594773,8.0,4.0,0.4293784174485873
UX Designer,Bachelor in Economics,Moderate,Moderate (1-2 years),4.0,0.5094496832891591,30.0,4.0,0.479644096029966
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.4110157207079947,34.0,3.0,0.4529793662201056
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),2.0,0.5191899926767494,20.0,4.0,0.3953194696759414
Data Scientist,Bachelor in Economics,Moderate,Moderate (1-2 years),90.0,0.4739948443177175,25.0,2.0,0.3817155937573686
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.4600305165405272,33.0,3.0,0.3823838120117989
Tech Writer,Bachelor in Economics,Limited,Moderate (1-2 years),4.0,0.5157257906968264,35.0,3.0,0.360273514164694
QA Engineer,,Moderate,Soon (6-12 months),2.0,0.4002574710527438,24.0,4.0,0.4006214412035849
Tech Writer,Bachelor in Economics,Moderate,Soon (6-12 months),4.0,0.5318228252938263,29.0,2.0,0.4350133819629835
UX Designer,Bachelor in Economics,Limited,,6.0,,34.0,4.0,0.4801112094739662
Tech Writer,,Limited,,4.0,0.6086712869715069,6.0,4.0,0.4172978768651572
Sofware Engineer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.4104150454044316,17.0,3.0,0.4853715178164006
Data Scientist,,Moderate,Soon (6-12 months),4.0,0.6168541949615007,10.0,3.0,0.4477854566258004
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5213596709229016,15.0,4.0,0.4760589413180067
Tech Writer,Master in Data Science,Moderate,Moderate (1-2 years),6.0,0.5019380245188451,21.0,4.0,0.408556818593232
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),5.0,0.4658309240689639,8.0,3.0,0.4399857666352318
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.5618149991348533,35.0,3.0,0.3969431952306145
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),3.0,0.5497978287535394,35.0,4.0,1.5
UX Designer,Master in Data Science,,Moderate (1-2 years),,0.4619822062297551,20.0,4.0,0.4968489657752125
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),90.0,,35.0,4.0,0.4727506141124417
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.4524612088136405,31.0,3.0,0.4634731035431705
Tech Writer,Master in Data Science,Moderate,Moderate (1-2 years),2.0,0.6491898234777675,11.0,3.0,0.4879915279034794
UX Designer,Bachelor in Physics,Moderate,,2.0,0.6131641426898877,19.0,3.0,0.4136012118229403
QA Engineer,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.5213208398688909,9.0,4.0,0.4169682967086666
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),4.0,0.4349176068213204,,4.0,0.4022433464841681
Tech Writer,Bachelor in Physics,Moderate,Soon (6-12 months),5.0,0.4507953521698682,20.0,4.0,0.4423706099316291
QA Engineer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.5230743368529822,,2.0,0.5158583498085256
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),5.0,0.6465313875511627,20.0,4.0,0.4494119276053258
,Bachelor in Economics,Limited,Moderate (1-2 years),3.0,0.4376389823454528,16.0,3.0,0.4461364015158409
,,Moderate,Moderate (1-2 years),5.0,,11.0,4.0,0.4514328914518175
QA Engineer,Bachelor in Economics,Moderate,Moderate (1-2 years),5.0,0.542430802440897,9.0,3.0,0.5439766368845993
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.4708522264316673,27.0,4.0,0.3726287680070612
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,0.4193617921846315,25.0,,0.3567311290032534
Tech Writer,Master in Data Science,Limited,Soon (6-12 months),3.0,0.5376545602871272,24.0,2.0,0.4323893886971975
Data Scientist,Bachelor in Economics,Limited,Moderate (1-2 years),6.0,0.573669302961554,18.0,2.0,0.5208895050400408
QA Engineer,,Limited,Soon (6-12 months),4.0,0.5031420914768264,10.0,3.0,0.4782044257521175
QA Engineer,Bachelor in Physics,Limited,Soon (6-12 months),5.0,0.4665968474546947,30.0,2.0,0.5226204036885015
QA Engineer,Master in Data Science,Limited,Moderate (1-2 years),6.0,0.55485236853353,10.0,4.0,0.4557227550445232
QA Engineer,Bachelor in Economics,Limited,Soon (6-12 months),6.0,0.4752934644049883,31.0,3.0,0.477626916329616
Data Scientist,,,Soon (6-12 months),2.0,0.4232348467156038,15.0,2.0,0.4965935055235583
,Bachelor in Economics,Limited,Soon (6-12 months),5.0,0.6388508330423283,28.0,2.0,0.4458331466443346
QA Engineer,Bachelor in Economics,Limited,Moderate (1-2 years),,0.5504350500090525,35.0,3.0,0.4535259699222732
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),6.0,0.5120920271687871,25.0,4.0,0.4929637760714996
Tech Writer,,Moderate,Soon (6-12 months),4.0,0.6197501324386441,14.0,3.0,0.442096958353014
Data Scientist,Bachelor in Physics,Moderate,Moderate (1-2 years),,0.4968446855466488,35.0,2.0,0.5451846640769473
QA Engineer,Bachelor in Physics,Moderate,Soon (6-12 months),5.0,0.6456365467461949,28.0,,0.4113004811132553
QA Engineer,Bachelor in Economics,Moderate,Soon (6-12 months),2.0,0.5927152384715008,35.0,3.0,0.3860751077539141
,Master in Data Science,Moderate,Soon (6-12 months),,0.5731332550474085,,3.0,0.4602959778786524
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.5719717225949065,10.0,4.0,0.3941058453680588
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),2.0,0.4612382970207969,31.0,4.0,0.4631951278547661
,Bachelor in Economics,Moderate,Soon (6-12 months),6.0,0.5451785135580531,26.0,3.0,0.4357748253151743
Tech Writer,Bachelor in Physics,Limited,Moderate (1-2 years),3.0,0.4672253326956698,29.0,3.0,0.422233622511159
Data Scientist,Master in Data Science,Moderate,Soon (6-12 months),3.0,0.4339102980144845,31.0,2.0,0.3694272643257113
Data Scientist,Bachelor in Physics,Moderate,Soon (6-12 months),6.0,,10.0,3.0,0.4774014589740247
UX Designer,Bachelor in Physics,Moderate,Moderate (1-2 years),3.0,0.5895598849541641,13.0,4.0,0.4886961101773047
Data Scientist,Master in Data Science,Limited,Moderate (1-2 years),5.0,0.507851685290824,7.0,2.0,0.395844626177608
Data Scientist,Bachelor in Physics,Limited,Moderate (1-2 years),2.0,0.6363979576443908,28.0,3.0,0.5166444752740651
UX Designer,Master in Data Science,Limited,Soon (6-12 months),3.0,0.5316590877677749,11.0,2.0,0.4753956741573317
UX Designer,Bachelor in Economics,Limited,Soon (6-12 months),4.0,0.4451058569794106,8.0,2.0,0.4022186745712566
