current_degree_field,gpa_percentile,research_experience_months,project_portfolio_count,academic_fit_score
Physics,0.6779409817833195,11.0,3.0,54.69694144827868
Engineering,0.4141464880685936,13.0,3.0,39.308425640105746
Mathemtics,,21.0,3.0,48.64638633497691
Other,0.512777921224641,26.0,,46.16523279085874
,0.4600873391803142,17.0,3.0,44.112098499109266
,0.6541859267488047,32.0,3.0,50.77734403912295
Economics,0.5191129601450194,13.0,2.0,43.4965450791191
Physics,0.6319218051206346,9.0,,50.53859744147746
Other,0.6631976018587613,34.0,2.0,52.70418634124894
Unknown,0.5674036852653963,21.0,1.0,39.34028419298057
Economics,0.4948564945698505,22.0,,35.2879003146587
Other,0.5918587573506799,28.0,2.0,58.45532536713026
Economics,0.4429638234462043,34.0,3.0,41.605495083928886
Engineering,0.6973105196175903,,3.0,49.38797905885918
Economics,0.4207709137457738,17.0,3.0,44.6363190807674
Physics,0.4499050525348222,29.0,3.0,42.664116791594815
Physics,0.4220808562101805,27.0,1.0,41.93120509636294
Economics,0.4362300919761672,23.0,2.0,48.63765915213646
Other,0.6635051092826582,6.0,1.0,53.96874168810095
Economics,,33.0,2.0,37.39159382679435
Other,0.5601664462984347,33.0,1.0,37.617813193887805
Physics,0.4378235682494709,32.0,1.0,36.62019852700812
Other,0.4681054503715096,12.0,1.0,56.92413013916864
PHYSICS,0.4917213706486663,30.0,3.0,43.10328034436706
Economics,0.6348207054770554,12.0,2.0,52.35528637956551
Other,0.5113503377399078,11.0,2.0,49.35146966043103
Physics,0.6686535377112144,23.0,1.0,49.88126841783948
Physics,0.5558050816121491,16.0,3.0,39.191156889910346
Economics,0.6275384001467682,25.0,3.0,44.45265429410985
,0.5868178782387226,30.0,1.0,46.553152612162165
Other,0.4187155362100634,30.0,2.0,62.63586027315981
Other,0.579122338023879,9.0,3.0,35.54261605671336
Economics,0.4673643630912403,30.0,2.0,55.60717583909338
,0.6858727600677101,14.0,1.0,59.65387275077386
Unknown,0.4570035079259841,28.0,2.0,46.03041516389831
Physics,0.4610045230995008,32.0,2.0,63.588297453363616
Other,0.53868468537633,19.0,1.0,59.63707671704693
Economics,0.4444702316563443,7.0,1.0,58.728279073182186
Economics,0.6141296826673909,9.0,1.0,42.64555683565772
Physics,0.6017504984191597,24.0,2.0,45.36314981391824
Other,0.5627831337778678,12.0,3.0,54.261135353451905
Economics,,14.0,1.0,45.224245023309614
Economics,0.5896876772242294,15.0,1.0,42.80287945398259
Physics,0.6398299658017487,26.0,1.0,58.84646087062992
Economics,0.4237104297486295,11.0,3.0,51.77389836036251
Physics,0.5617323167561782,34.0,3.0,60.656158064658825
Engineering,0.5910356607919598,7.0,2.0,56.21416561217733
Engineering,0.506218925435865,6.0,2.0,39.53289936078576
Physics,0.4710735739115296,35.0,3.0,52.275429032950726
Engineering,0.6639788038499047,7.0,1.0,55.481135320775266
Other,0.5060637966066442,21.0,1.0,44.18047226798759
Economics,0.4904640800454552,24.0,1.0,54.61194390855292
,0.4566831977644903,21.0,3.0,37.90060626909148
Physics,0.5272594286198744,34.0,1.0,44.158389312446886
Mathemtics,0.6432001514709609,8.0,2.0,41.38014375240362
Physics,0.5548895446291656,13.0,2.0,62.54221232089192
Economics,0.6632191018259177,23.0,3.0,37.09012672856114
ENGINEERING,0.6732246461316516,18.0,3.0,38.548973165051024
Other,0.609684032247663,25.0,2.0,35.73272030059349
,0.5461681260902836,27.0,1.0,58.839192342565866
Other,0.5984755296121723,28.0,2.0,44.52081448295422
Other,0.699081675535989,16.0,1.0,53.49723274540095
,0.4267799387453183,7.0,3.0,37.00601327073538
Economics,0.4473235849835928,25.0,3.0,61.29666371749145
Economics,2.0,25.0,3.0,39.51947372541469
Economics,,31.0,3.0,45.56206281759207
Physics,0.4787166283519629,31.0,3.0,45.281866662267944
Engineering,0.4854079415822023,25.0,3.0,47.00657944963502
Physics,0.440400977379593,29.0,2.0,47.13266955252497
,0.6455411380706628,12.0,1.0,43.034594353535866
Engineering,0.6418339028322612,28.0,2.0,49.42914345218446
Engineering,,34.0,1.0,43.28110817021967
Other,0.5165002684942833,9.0,2.0,38.45191316688846
Other,,11.0,3.0,37.580996548339115
Physics,0.4166652797485953,9.0,2.0,54.09976944126247
Physics,0.5904352995147168,250.0,3.0,51.35925297352428
,0.6442987050934555,10.0,1.0,45.76376634359361
Engineering,0.47214962752419,13.0,1.0,41.81142029732213
Physics,1.5,25.0,1.0,48.71958726639448
,0.5439174569791773,10.0,3.0,44.48293018040096
Physics,0.6778290842797724,20.0,3.0,44.86410115615594
Economics,0.5835349772681689,25.0,3.0,57.64533377284296
Engineering,0.4364904675470087,15.0,2.0,60.22855929068078
Other,0.5340784484544445,9.0,2.0,56.331252527596625
Engineering,0.4121611220287368,32.0,,57.5332091809416
ECONOMICS,0.461571718944882,27.0,3.0,35.1063662832663
Physics,0.6726919620943421,27.0,3.0,40.92945209081376
Economics,0.5538580644900837,19.0,1.0,54.51962926718305
Unknown,0.5733539562627032,12.0,3.0,64.94036925074984
Economics,0.5988628760154485,18.0,2.0,46.27368802156869
Physics,0.505885161579634,34.0,,51.864390091437784
Engineering,0.5090275900650946,7.0,1.0,36.00002704032033
Physics,,22.0,1.0,54.44560806734296
Economics,0.4076521731951749,17.0,1.0,57.293833253466616
Other,0.6954293879905704,12.0,2.0,56.797211748126905
Economics,0.4519145576549617,29.0,3.0,60.370148753881026
Physics,0.6223725880893737,27.0,1.0,38.23811901050482
Engineering,0.5591674499209073,19.0,3.0,36.35264443726624
Economics,0.5082137851888294,30.0,1.0,50.38185592266481
Economics,0.6400291178934993,34.0,1.0,54.23046447223839
Economics,0.6355566072327654,34.0,3.0,54.164319453438495
Physics,0.6793914880767137,14.0,1.0,49.982497685104654
Economics,0.6992122272925885,28.0,3.0,57.61881232787981
Other,0.5942942301997842,15.0,1.0,37.35813980675088
Economics,0.4029016383435821,17.0,1.0,47.44693430941175
,0.6882423808849549,15.0,3.0,57.83238527554313
Physics,0.6560662782184888,26.0,3.0,64.9960861974308
Other,0.6630808172601814,12.0,1.0,64.00120595157836
Engineering,0.4396811694096625,22.0,2.0,53.824869478209706
Engineering,0.6796383237237091,23.0,3.0,60.62065764765214
Other,0.4379039001832626,12.0,3.0,56.8353522550347
Economics,0.5474840660354967,21.0,1.0,40.94899066330612
Engineering,0.6636723217995677,21.0,2.0,58.341108573537625
Other,0.4697816171232942,27.0,2.0,56.29838248265348
Other,,35.0,1.0,59.092022470706794
Engineering,0.6916275173827828,,3.0,38.486425993046474
Economics,0.4751138622094552,11.0,1.0,39.87002872856022
Engineering,0.4921662262705377,20.0,3.0,39.684712813042445
Other,0.4720294641218825,24.0,1.0,41.88585168403134
Engineering,0.4947649284937135,13.0,2.0,57.52218573283681
Economics,0.4319037643164629,19.0,1.0,48.138316975203395
Engineering,0.4982073517747467,30.0,3.0,58.033535656973086
Economics,0.4558337700128688,15.0,2.0,53.61555223695802
Other,0.6018403242293728,6.0,2.0,57.99060604637464
Physics,0.4722406302108825,21.0,1.0,52.602785037782795
,0.6949144959651306,16.0,3.0,57.30815992694247
Engineering,0.6385911802866671,19.0,3.0,61.65672765419635
Engineering,0.5069320759535249,22.0,2.0,49.96163412316968
Other,0.5489394351389454,21.0,2.0,58.62685048007281
Engineering,0.5455985324484749,21.0,2.0,39.63269847204771
Physics,0.574721069251027,31.0,2.0,44.0548060766769
Economics,0.4236118195656126,10.0,,55.37901394355589
Engineering,0.6003134154113687,26.0,3.0,48.47343089812025
Engineering,0.6177829283748894,7.0,1.0,40.85695596492086
Other,0.4081174391144907,12.0,2.0,41.25361331071031
Engineering,0.693468728265205,30.0,3.0,37.14275001196414
Physics,0.4298487927185813,19.0,,35.35726018202507
Economics,0.663834038569697,10.0,1.0,62.57427588847146
Physics,0.5046088340033812,32.0,3.0,41.126895105949785
Other,0.6828326236366004,,2.0,55.53426806141572
Engineering,0.5130395142246431,34.0,3.0,56.96581341093823
Physics,0.4861643504007907,31.0,2.0,51.03114429799994
Engineering,0.622504249240495,10.0,1.0,43.071272595935355
Economics,0.4467656880068532,32.0,1.0,48.93416633919405
Economics,0.6077558256797222,25.0,2.0,64.42800392938325
,0.6769757564810799,14.0,3.0,62.9777202700107
Economics,0.5512429526363394,6.0,3.0,51.867029664702216
Physics,0.5094269367894084,29.0,3.0,51.059808960675575
Other,0.6577753261013073,30.0,1.0,40.5890566982096
Engineering,,25.0,2.0,45.43105287616957
Economics,0.5902742121231972,29.0,2.0,46.42342900385613
Other,0.4219045950446077,18.0,,39.54125314579782
Physics,0.4541353195548998,34.0,3.0,54.99605402174578
,0.5845695431250327,10.0,2.0,43.43490622756186
Economics,0.6969722217912826,26.0,1.0,63.3555848898274
Other,0.665853071797057,,3.0,61.38928495377811
Other,0.4136216306631582,29.0,3.0,40.61257904402078
Physics,,28.0,1.0,48.69313879851057
Engineering,0.4575276554007307,300.0,1.0,51.55498681068079
Economics,0.4605072770139106,34.0,3.0,48.37764359038496
Economics,0.4006945011767328,34.0,2.0,39.46298649828299
Physics,0.4135461188941119,8.0,3.0,43.095168926622925
Other,0.5838725247393945,15.0,3.0,57.045557522633615
Other,0.6197497045528353,11.0,2.0,54.44842380863311
Economics,0.461852550346242,11.0,3.0,55.10787120103954
Economics,0.4271202370104833,19.0,1.0,57.02397629754864
Engineering,0.63205231980262,17.0,,56.27848940853025
Economics,0.6699382200409797,33.0,1.0,47.00817952656235
Engineering,0.5836457496370638,18.0,3.0,35.06714366529107
Engineering,,30.0,3.0,52.443431290148865
Physics,0.5206273357332522,34.0,2.0,58.533612064010725
Unknown,0.597616095191632,29.0,3.0,35.50772337975923
Engineering,0.5202107062342808,14.0,3.0,41.17882658019097
Economics,0.6549384643006402,7.0,2.0,61.54516649687454
Engineering,0.4001585804000497,,1.0,55.37006976746141
Other,0.6249842139046705,7.0,2.0,46.23388425938679
Engineering,0.508984466742959,11.0,3.0,42.64824965965075
Economics,0.4244222872890942,18.0,1.0,47.61431198802022
Other,0.6768932584430982,11.0,3.0,54.75040602417126
Other,0.477043047728025,,1.0,44.799030185911406
Physics,0.6245679075895032,11.0,1.0,58.91397555538656
Economics,,24.0,2.0,53.67581477621022
Engineering,0.6213390666192378,,,46.23592679634277
Engineering,0.5116656454062112,23.0,1.0,52.60386579687123
Physics,,11.0,2.0,64.33287396478968
Physics,0.405352781106422,11.0,3.0,35.99600409686014
Engineering,0.4435124274552181,23.0,2.0,39.77687267763261
Physics,0.6665510990575076,31.0,3.0,44.04383118884255
Physics,0.4738400682226151,15.0,3.0,42.14920924410636
Other,0.4554248893033485,12.0,2.0,62.243887906865936
Economics,0.4381639605089887,11.0,3.0,44.880902874844296
Physics,0.677306629587174,19.0,2.0,37.53283088951047
Physics,0.4897264593159776,7.0,3.0,38.13993466412328
Other,0.6779501629966995,32.0,3.0,59.20551230590901
Engineering,0.4994653516803522,7.0,1.0,40.45398145391192
Economics,0.4740314212281735,24.0,1.0,47.95328658377702
Engeneering,0.4940048802531723,25.0,1.0,39.57119810120069
Other,0.4869074806627478,12.0,1.0,36.35546945451905
Engineering,0.646053295545393,15.0,3.0,37.04868677304987
Other,0.5614739438024957,12.0,1.0,54.55907269548095
Other,0.6478187916813223,12.0,3.0,54.05109251340002
Physics,0.4304056599658671,34.0,1.0,44.45328157775745
Engineering,0.5398375408174,20.0,2.0,58.43904068380924
Engineering,0.6258456722412842,17.0,3.0,41.71816765802643
Other,0.4095932718296931,19.0,3.0,46.77226984545477
Economics,0.5296559730125512,8.0,1.0,42.97696012986297
Engineering,0.4659129783678483,32.0,3.0,42.13963281154372
,0.569596281294001,21.0,,61.746873068401754
,0.6212565602519242,,2.0,51.00020801177497
Engineering,0.5985692362572388,21.0,1.0,53.51296897004086
Economics,,31.0,1.0,52.80446599548749
Physics,0.4928335288735803,35.0,3.0,46.937334895662055
Economics,0.5967620306753705,10.0,3.0,57.93401911293404
Other,0.4331358399180772,7.0,1.0,35.21130203211958
Other,,6.0,3.0,51.660227193489376
Other,0.6644972199036208,7.0,3.0,53.05951057118011
Economics,0.4805814941586559,35.0,2.0,41.462943781775834
Engineering,,31.0,1.0,55.03344606254657
Economics,0.6357253282476821,12.0,3.0,40.326674526709915
Other,0.4729262549765775,34.0,3.0,64.01316116429122
Physics,0.6233820470297444,11.0,3.0,52.016346349070155
Economics,0.6608896648996713,,2.0,44.40977161051558
Other,0.4604823864580164,8.0,3.0,47.374130589114785
Other,0.4834351262667537,33.0,2.0,47.25166381721104
Other,0.4698073909800854,32.0,1.0,58.89279654679922
Economics,0.4116870099985393,14.0,2.0,44.252089341516694
Other,0.6582607979261019,29.0,1.0,54.935138321518295
Other,0.5521791059429022,33.0,1.0,64.09147490799988
Economics,0.6975377258039192,14.0,3.0,49.926449556195735
Economics,0.5019045053074385,24.0,1.0,49.45369619229612
Physics,0.5779386955327013,6.0,1.0,55.775446489758586
Other,0.5096315805420051,34.0,1.0,54.91728243626651
Other,0.4635827932346397,25.0,3.0,59.63874806754525
Economics,0.5229555546750015,33.0,1.0,39.68720812546944
Engineering,0.4167012213297714,,2.0,55.56224761904507
Economics,0.434349260560965,20.0,1.0,44.993039674204226
Other,0.6408460415477539,26.0,1.0,48.9614777156271
Physics,0.6486287632097796,21.0,2.0,36.40834018534449
Engineering,0.699252350223168,32.0,1.0,56.33622646528399
ENGINEERING,0.4459911414494155,31.0,2.0,42.93224057923278
Other,0.4500327891337288,8.0,1.0,42.44836132899047
Economics,0.4216470227800671,17.0,80.0,55.78035923523991
Physics,0.536835912043178,27.0,1.0,38.02143585676961
Physics,0.4464163064607905,19.0,2.0,39.68827133842874
Engineering,0.5940348835574081,9.0,3.0,60.23718282082547
Mathemtics,0.448248781051785,12.0,1.0,36.48396784866134
Physics,0.5604734829675725,6.0,3.0,48.511176506077256
Engineering,0.4737320256901057,20.0,1.0,56.877307282778446
Other,0.491660757190442,26.0,2.0,60.890106085740875
,0.5014027260128315,22.0,2.0,60.18191267264613
Other,0.6282502862653943,19.0,,56.822925488124255
Engineering,0.5702846111258711,21.0,2.0,54.17493154479536
Other,0.5480363770711403,29.0,1.0,39.69709021656341
Engineering,0.5371193440287276,28.0,3.0,61.93027776924686
Economics,0.6957245352943165,24.0,1.0,39.27991095428492
ENGINEERING,0.577114853500804,20.0,3.0,51.81324687569595
Physics,0.4704819031252027,9.0,2.0,52.73009616765357
Physics,0.5030035610203274,15.0,2.0,49.49292626047371
Economics,0.6764448368373097,15.0,60.0,60.85309659531066
Economics,0.5367633685686443,15.0,1.0,43.42231823954218
Physics,0.6872803479653768,14.0,2.0,46.59931084968504
Other,,27.0,1.0,57.11924514225791
Physics,0.4313118985581284,31.0,1.0,41.60187075509113
Economics,0.5237866249451821,8.0,3.0,59.3455177058547
Physics,0.6417384177558265,6.0,1.0,53.62616622638931
Economics,0.5190508450531038,32.0,3.0,63.17304498580819
Physics,0.6150459656318396,22.0,3.0,35.9334580138276
Economics,0.4207453102179277,34.0,2.0,52.09888430775845
,0.5051105396334983,17.0,,59.15202339510014
Physics,0.5719509838130328,,2.0,150.0
Engineering,0.5101316580230064,20.0,2.0,55.40614114087714
Engineering,0.5716776733901976,7.0,3.0,45.32098038911805
Other,0.5248124517558912,30.0,1.0,39.64600193700208
,0.4715266917916743,24.0,2.0,57.949261600402
Other,0.6855056078079209,30.0,2.0,37.34148789636785
,0.5377689386516257,24.0,3.0,46.92294734481047
Physics,0.570938029282789,7.0,2.0,63.640618725040866
,0.6942271556545743,30.0,1.0,50.846568192405776
,0.698215161020123,20.0,2.0,62.42072578930161
Engineering,0.4689119166753637,,3.0,56.044887079336576
Economics,0.5742717095715725,18.0,3.0,52.41595876083551
,0.6519239386198374,200.0,2.0,35.14887688019494
Physics,0.5858703872491898,34.0,1.0,44.100106602370246
Other,0.5584048799934385,6.0,1.0,50.477995067821226
Physics,0.4254593956714462,11.0,3.0,61.45238424270532
Economics,0.5065426914069016,14.0,3.0,44.38931471360356
Physics,0.4639185966119111,20.0,1.0,40.066009624791256
Other,0.4298297007023005,10.0,2.0,44.96521265593005
Economics,0.4649697939824875,15.0,1.0,40.821364176794575
Economics,0.5790423080675657,13.0,1.0,45.737655335028734
Economics,0.5041729992315329,28.0,2.0,49.685676365079146
Economics,0.6439283074790311,28.0,3.0,58.03928790985706
Engineering,0.4074085426496441,15.0,2.0,43.28678776364612
Economics,0.5172701620590305,18.0,,49.39486951841067
Economics,0.4581610427775273,32.0,1.0,46.82574653872539
Physics,0.6783237070356387,29.0,2.0,49.09431583065309
Other,0.4605232513264968,14.0,1.0,51.866766473065425
Physics,0.5672371478685301,34.0,3.0,39.71677159528207
Economics,0.4044785846548279,25.0,2.0,45.440300770772005
Physics,0.5206533893362515,24.0,3.0,55.733259571473624
Economics,0.6535834203249513,24.0,3.0,61.93859890229294
Economics,0.5584431627316867,30.0,2.0,64.47353700363968
Physics,0.5601655169377396,28.0,1.0,47.80702794410212
Engineering,0.5053054082599906,25.0,1.0,54.29986432219263
Engineering,0.6718524448537817,21.0,1.0,35.349792784420636
Engineering,0.4003656532465887,28.0,2.0,35.79082773714071
Physics,0.5925666123649892,18.0,2.0,60.96900000197486
Physics,0.4066672157778799,29.0,1.0,48.64068197292046
Other,0.5464539099757333,9.0,1.0,56.54073030704974
Economics,0.618552317772379,11.0,3.0,46.019434988041986
Engineering,0.5983113077939515,7.0,3.0,62.96633260894897
Economics,0.423969600029858,33.0,2.0,48.26694858844952
Other,0.4652700070975902,32.0,2.0,54.11730081964472
Physics,0.5548965210026708,22.0,3.0,56.731327668672
Other,0.6813771645467206,12.0,3.0,49.666214641590784
,0.4941759588396199,16.0,2.0,40.76702015647355
Physics,0.4957127596297685,,2.0,35.642951823793645
Economics,0.4155402119831541,12.0,2.0,59.45659092050003
Physics,0.5596998303586241,18.0,1.0,41.694428983328464
Economics,0.5157263654947356,23.0,3.0,43.211599856492455
Other,,35.0,2.0,54.95456010631715
Other,0.4706125194556195,29.0,3.0,45.707156963599786
Physics,0.6707558898588268,35.0,3.0,59.803140270600366
Other,0.5222200399972896,25.0,1.0,50.70844913945192
Economics,0.6874952228460742,18.0,1.0,38.750236017020136
Engineering,0.5517264636769424,29.0,1.0,63.68115790554156
Economics,0.4349484138481295,19.0,3.0,62.99133029751188
Other,0.5488770249509259,16.0,2.0,59.444420721329024
Economics,0.461351497904895,12.0,2.0,50.200544813285774
Other,0.5279952735056832,8.0,2.0,50.62210497141464
Other,0.4853048738195007,15.0,2.0,45.93224711128847
Physics,2.0,7.0,1.0,38.02592083670494
Economics,0.6655383413897069,23.0,1.0,42.44073325863153
Economics,0.621411603854268,19.0,1.0,50.3931232846211
Other,,26.0,3.0,37.23245912113984
Engineering,0.5050034566405085,10.0,1.0,38.05656703553421
Other,0.6892189701773859,30.0,3.0,51.95433353385556
,0.4182274508271312,6.0,2.0,56.71400058765826
ECONOMICS,0.4533499633266977,30.0,3.0,43.65804569459033
Economics,0.6428935935469079,30.0,1.0,42.65919623345641
Economics,0.5906853559959444,34.0,2.0,46.06669242567166
Physics,0.6045907902889526,13.0,80.0,38.46559807590815
Economics,0.4454035438226537,16.0,1.0,64.46979221652528
Economics,0.4846939444688121,31.0,2.0,40.21222658999251
Other,0.5223235955885611,10.0,1.0,43.55524000974325
Other,0.6107068727239746,33.0,2.0,51.07187321135931
Engineering,0.6456631862351689,20.0,3.0,37.77695598789572
Economics,0.5511966242580482,,2.0,49.02845470191302
Economics,0.6638463699500892,27.0,3.0,36.09014481667879
Engineering,0.554439317929261,30.0,2.0,51.99552467976602
Economics,0.6801857440320566,26.0,3.0,61.72770552942231
Economics,0.6271170860214553,,3.0,44.591155241102896
Engineering,0.5648627527553167,7.0,1.0,52.45538134451262
Economics,0.6581919723370173,34.0,2.0,61.10305928331674
Economics,,34.0,3.0,60.34707869043831
Economics,0.4384292467070166,28.0,3.0,40.159311926978745
Economics,0.6547360547036267,22.0,1.0,46.99925813587832
Other,0.5268660548034533,16.0,1.0,41.907073359930614
Other,0.4529182989015027,20.0,3.0,36.690631120412874
PHYSICS,0.6372186108853172,34.0,3.0,39.97170048688815
Physics,0.6747400242984796,32.0,1.0,45.46859367706279
,0.6245735224334322,16.0,,44.23986466143872
,0.4648420833174551,16.0,3.0,43.46173666504944
Economics,0.6726236767844875,10.0,2.0,56.615668897284785
Engineering,0.48195303515611,11.0,2.0,38.609413229024355
ECONOMICS,0.4288362714656936,31.0,1.0,35.44640159400358
Economics,0.5513417198292703,13.0,2.0,61.6090893446195
Economics,0.6843174201465405,27.0,1.0,52.68992950037964
Physics,0.5945954135337435,18.0,2.0,52.279447428610226
Other,0.5624231798029002,20.0,1.0,43.96491524510838
Economics,0.4128352372850487,8.0,3.0,36.28217062581661
Other,0.6373707766381338,14.0,1.0,63.198567117506784
Physics,0.419728958113534,19.0,2.0,48.437851487654136
Physics,0.6411736128984489,35.0,2.0,47.72152047966219
Economics,0.5042824095979744,19.0,3.0,46.23549188351756
Physics,0.6312554147849041,30.0,2.0,53.62079018567105
Physics,0.668917633339297,22.0,2.0,42.51469147482759
Economics,0.6825930585365557,30.0,3.0,47.52275763390782
Physics,0.5543690271770615,26.0,2.0,59.97094265867103
Other,0.5135769558389645,21.0,1.0,59.899360658386954
Physics,0.6900853657584071,12.0,2.0,44.10637200639261
Physics,0.581557342694167,14.0,3.0,46.52215327080579
Economics,0.6433491598981759,18.0,3.0,58.99632572232282
Physics,0.6333673289389725,20.0,3.0,50.33580852696714
Engineering,0.5255219684678598,32.0,1.0,38.148541054251226
Engineering,0.4896628441124199,11.0,2.0,54.315937594336
Other,0.61965122672775,22.0,1.0,47.179076881694314
Engineering,0.6507847724184501,28.0,2.0,41.560387329137214
Engineering,,6.0,3.0,51.285137743286406
Economics,0.55790391811808,25.0,1.0,37.75608358369622
Engineering,0.4806925685009673,33.0,,58.494887109246115
Economics,0.6480472951562425,31.0,1.0,36.40702275885935
Economics,0.607450938090464,6.0,2.0,51.073660118556376
Economics,0.5589142803526697,12.0,2.0,61.716207693163206
Other,0.6289995680755608,8.0,1.0,49.16567227309535
Engineering,0.4778333013609146,25.0,3.0,48.5934304868834
Economics,0.6544215507314122,14.0,3.0,64.40654072627589
Other,0.6659676213322245,30.0,3.0,57.60989777562948
Physics,0.5248095564054412,10.0,1.0,39.6248505007938
Physics,0.6120968122144267,21.0,1.0,35.39109040742602
Engineering,0.6242367164499407,,2.0,39.16215781704399
Engineering,0.5969612819855773,9.0,1.0,37.617277632969326
Economics,0.4438229558923935,8.0,3.0,51.75603978994165
Physics,0.5928768233587164,22.0,2.0,58.23105146059914
Economics,0.5490426683220218,21.0,2.0,62.422583299783554
Economics,0.6709233554312297,10.0,2.0,55.1528509465986
Engineering,0.5356664331581809,,1.0,35.96577742903145
Engineering,,8.0,1.0,39.08452005620275
Economics,0.6010729574288256,20.0,3.0,50.968780647054416
Economics,,33.0,1.0,39.8886873899952
Physics,0.6727905342758091,34.0,2.0,44.56680596030101
Unknown,0.5767016670362849,35.0,2.0,50.90356693528794
,0.4177356814554542,31.0,1.0,52.75277030653449
Engineering,0.5676058081176372,7.0,2.0,49.64036933150358
Engineering,0.520002306275567,25.0,2.0,59.91264290690076
Physics,0.4780991068778091,21.0,2.0,60.15196573593125
Engeneering,0.6068627872935657,23.0,2.0,35.45703302481947
Engineering,0.6421775327408517,8.0,1.0,36.35343178996477
Economics,0.4244637527812299,7.0,,64.92165895562046
Engineering,0.6777616533314897,22.0,3.0,64.25158141900383
,0.6946202869401397,29.0,3.0,39.47790707597892
Engineering,0.6522008820389524,23.0,2.0,43.746063471502126
Physics,0.5192537028360326,15.0,2.0,57.70955876480927
Other,0.5299003275752471,12.0,3.0,45.8375267273226
,,6.0,3.0,54.476029588573994
Unknown,0.4976761399651278,25.0,3.0,47.89359874441102
Economics,0.6325909067111917,34.0,3.0,54.64016145801142
Other,0.5336202768421593,30.0,2.0,47.82308674568988
Economics,0.4483803457234011,26.0,1.0,53.75418765841962
Physics,0.4469843675748848,15.0,2.0,57.97490483981413
Other,0.5617015097337132,23.0,3.0,57.22781010058053
Physics,0.6664207796455149,13.0,3.0,38.5966532582268
Physics,0.6283332749855246,31.0,2.0,56.313030142521704
Other,0.694704423098413,25.0,2.0,55.403042137822695
Engineering,0.6570811958329474,7.0,1.0,49.40068207458245
Economics,0.6795768512547764,8.0,1.0,62.37527475940782
Physics,0.4700387290271161,13.0,1.0,37.71185296657181
Economics,0.5920000163740952,19.0,3.0,55.202114432640855
Engineering,0.4039605148665529,10.0,3.0,63.09578770680635
Economics,0.5229391738660747,15.0,3.0,39.73372558363083
Other,0.4140461979628818,17.0,2.0,37.993471326930944
Engineering,0.4711218218103106,12.0,3.0,58.685706615414915
Physics,0.6196361555511491,6.0,80.0,47.59803178533892
Engineering,0.6815942950777547,14.0,3.0,36.02560558302336
Other,0.588892807441822,27.0,2.0,61.26835766759111
Other,0.6610706652950045,7.0,3.0,40.06093354247784
Other,,16.0,1.0,52.39506332604663
Economics,0.5069886533015731,29.0,1.0,40.4873792549801
Physics,0.5907756703412326,29.0,3.0,63.33671016538863
Other,0.5998736133636522,22.0,2.0,48.204300293679225
Physics,0.5048483023754397,30.0,3.0,43.35009782519458
Engineering,0.6370909842890896,9.0,3.0,39.6862180572909
YouTuber,0.6879301614702682,12.0,2.0,48.98442588539166
Engineering,0.6641094373327523,13.0,3.0,41.55616873239848
Economics,0.6864813545750346,14.0,1.0,56.28285481208781
Other,0.5163022121118426,25.0,1.0,64.89933472177968
Economics,0.4321885744575285,14.0,2.0,54.81294498691383
Other,0.538111414216891,33.0,2.0,47.61216380268956
Engineering,0.4556645726075291,21.0,3.0,58.476398444619775
Physics,0.6199480595787108,17.0,3.0,42.72480754668742
Economics,0.5656053815590132,9.0,3.0,49.6961016799054
Engineering,0.5560804813551012,33.0,1.0,59.58859463704384
Economics,0.5494122272629968,18.0,3.0,40.69510420231306
Other,0.5724507887624981,11.0,3.0,36.23707198234379
YouTuber,0.4653029582639081,31.0,3.0,47.12657390935425
Other,0.5057125028184285,32.0,2.0,46.717562111563254
Other,0.6841728773012021,31.0,100.0,37.29520487476749
Other,,27.0,3.0,59.52177466376206
Physics,0.5707887644833554,11.0,3.0,41.26024886522762
Other,0.6849225927563803,24.0,3.0,45.41635965042554
Economics,0.5522074422690635,16.0,1.0,49.35280192986572
Other,,35.0,3.0,50.06225259383392
Engineering,0.4457390887054704,13.0,1.0,56.53714309835286
Economics,0.6507450220212958,25.0,3.0,53.66978762728735
Engineering,0.4486331591724325,12.0,3.0,43.215762757250815
Other,0.4699558836505965,20.0,1.0,43.13396266524537
Engineering,0.4152631294490287,33.0,2.0,38.344153267210025
Physics,0.507682717463622,18.0,1.0,59.07472477853529
Other,0.4932191026975633,35.0,1.0,57.78040787629743
Economics,0.6650709320426592,34.0,2.0,55.33858741186544
Physics,0.6977387189578061,6.0,3.0,60.489952176765485
Physics,0.590524297070013,29.0,3.0,37.08018128849578
Other,0.5895718971090553,31.0,3.0,110.0
Physics,0.5324772067845011,12.0,2.0,49.35771787169489
Physics,0.6481962624315158,35.0,1.0,53.835905568701854
Economics,,16.0,3.0,45.463877988017565
Other,0.5074114869785817,14.0,3.0,37.18047883846885
Engineering,0.5191430261086039,19.0,1.0,50.889784609527005
Engineering,0.4685915969474056,32.0,,46.51255957288744
Physics,0.5621503863157625,14.0,3.0,60.858125763092815
Engineering,0.6576835619475508,,1.0,40.17476631814362
Economics,0.5566908784642192,10.0,2.0,56.82489450450035
Economics,0.498020162450134,11.0,1.0,37.73511914764296
Economics,0.6210235149233614,19.0,3.0,39.662377347208
Economics,0.6938986562030189,27.0,3.0,49.136967129958336
,0.6680932805868428,18.0,3.0,62.33786108638814
Engineering,0.4760865022235749,33.0,3.0,42.79461721606818
