career_field,current_education_level,budget_constraint,timeline_urgency,age,years_of_experience,interest_alignment_score,skill_transferability_score,geographic_flexibility,learning_commitment_hours_per_week,has_relevant_certifications,has_industry_connections,current_career_satisfaction,family_support_level,health_constraints,language_proficiency,prior_career_switches,education_gap_years,target_career_growth_trend,viability_score
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),43,11,0.1370354418956139,0.5419810826871846,0,27,0,1,0.57934459027399,2,1,1,0,5,0.44433585966191513,0.4698704809182634
Data Scientist,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),32,0,0.5945267664229049,0.6132502766633052,0,7,0,1,0.4787542296357617,0,0,0,0,2,0.41725384296058,0.47073454211698434
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),30,4,0.5087254064943656,0.6710712546161863,1,5,1,1,0.25237042841036267,2,0,1,2,1,0.34713555967441234,0.6442273593878368
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),37,3,0.6449342974624536,0.7314940080126262,0,11,0,1,0.23871521881368346,2,0,1,1,0,0.5262209654353251,0.5943362480254667
Software Engineer,PhD,Very Limited (<₹25K),Flexible (5+ years),44,0,0.7603952044222013,0.40993235841306397,2,30,1,0,0.2941516428464823,1,0,1,0,5,0.5256687138493485,0.6293114148632099
Software Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),34,1,0.580785267676135,0.6830716151154822,1,10,1,0,0.19179218362948264,1,0,2,0,0,0.661334042845573,0.5795948887633539
Data Scientist,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),19,0,0.4400180146948912,0.5520823838692912,2,7,0,0,0.5947012455109547,1,1,1,0,5,0.6920349114484791,0.39359931048291485
Data Scientist,Master's,Limited (₹25K-₹75K),Medium (2-5 years),41,5,0.9099461627295535,0.3697244895192203,1,6,0,0,0.6597257210228455,2,0,2,0,0,0.9208664946939675,0.4980049446573499
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),43,0,0.6805459939404648,0.6978067831351615,0,15,0,0,0.47819287647369085,2,0,1,3,2,0.4742429867518981,0.48349938843894424
Software Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),45,6,0.6513247907289883,0.7252623605227523,2,29,0,0,0.5303090864630466,1,0,1,0,0,0.3650570627700712,0.5645417110395617
Software Engineer,PhD,Limited (₹25K-₹75K),Flexible (5+ years),18,5,0.6481872752559632,0.46318294085975537,0,14,1,1,0.8765047310621501,2,0,1,1,0,0.6187452503802916,0.6387269221460631
Entrepreneur,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),33,0,0.602307547322383,0.23752487135435668,1,9,0,1,0.17578606405536118,0,0,1,0,4,0.33303525427691605,0.4460360330120412
Software Engineer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),36,5,0.7988773171712027,0.48202145938035323,0,13,0,1,0.5515120583290013,0,0,0,0,4,0.7460666205853237,0.513889743787443
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),20,6,0.5505352787954426,0.4482222467063501,0,18,0,0,0.4484066417402101,0,1,1,0,0,0.7731569507297332,0.41107790821451723
Lawyer,Master's,Flexible (>₹2L),Medium (2-5 years),19,0,0.4874889141809192,0.4298300893707066,1,13,1,0,0.5872852557144352,2,0,0,0,0,0.7736027462546415,0.5450381707688001
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),31,7,0.37254723642799514,0.39144822283414893,1,32,0,0,0.7430525085315307,1,0,1,0,0,0.5365904617800294,0.44290357837314637
Graphic Designer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),33,8,0.9244562947773918,0.6120433200350857,1,27,1,0,0.32137543467448304,2,0,0,0,0,0.3824784282096878,0.7060029066375014
Investment Banker,Master's,Very Limited (<₹25K),Medium (2-5 years),45,10,0.725223953084321,0.4081476926147045,0,8,0,1,0.6273239439025108,0,1,1,0,0,0.47548438897030965,0.47867496676245985
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),33,4,0.9472789380762567,0.6560254329473338,0,36,0,0,0.5213260192940137,2,1,1,1,2,0.6442278943248008,0.6156713629755575
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),23,3,0.5636724074752039,0.3594934582352217,1,6,0,0,0.35380287344862293,1,0,2,0,1,0.5411487761906689,0.3918591287007597
Data Scientist,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),24,2,0.6016571841507274,0.6722596171584032,1,15,1,1,0.20993509611401273,1,0,1,0,1,0.7617561374335441,0.698344764803216
Doctor (MBBS),Master's,Flexible (>₹2L),Flexible (5+ years),24,0,0.5954354533512546,0.6706133119944129,0,28,0,0,0.49718634628161285,0,1,2,0,0,0.4873571581409227,0.47418762806237835
Graphic Designer,High School,Very Limited (<₹25K),Immediate (<1 year),35,0,0.7378991031573241,0.6347623535204204,1,38,0,0,0.36644632991837045,0,0,2,2,0,0.8861689055333009,0.5862803024402744
Civil Engineer,Master's,Moderate (₹75K-₹2L),Immediate (<1 year),28,4,0.4993240391714946,0.4645630085015086,1,27,0,1,0.6366746249183831,1,0,0,0,3,0.4316663118341324,0.5405488434553127
Machine Learning Engineer,Master's,Flexible (>₹2L),Urgent (1-2 years),44,0,0.7978841114701201,0.8092709893739968,1,16,0,0,0.4164640722522114,1,0,1,1,0,0.4817079145688039,0.5442296628159532
Civil Engineer,Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),27,11,0.40408148338340366,0.2794664927464269,2,38,0,0,0.40243610180184786,1,0,2,0,4,0.5211822976303249,0.469506913713402
Doctor (MBBS),Master's,Very Limited (<₹25K),Immediate (<1 year),28,0,0.5871381963652631,0.3576143871359462,0,19,1,0,0.14298944784846274,2,1,1,0,0,0.33408771790864367,0.5518747108464536
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),41,2,0.5656226487540297,0.5300937416118039,1,17,1,0,0.4285656972996603,1,0,1,0,1,0.780943527014017,0.5673408158116278
Teacher,Master's,Very Limited (<₹25K),Flexible (5+ years),38,2,0.4471377686980853,0.3061623476011027,1,35,1,0,0.3942485016210263,1,0,1,0,0,0.7729459593589971,0.5855367787666811
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),44,1,0.7103930321754309,0.4521862484717556,0,29,0,0,0.38425630307247893,1,0,1,0,0,0.32240536760168753,0.49056399693230995
Investment Banker,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),18,1,0.3875588445247141,0.47048671803926884,0,17,0,1,0.6240277870986075,1,0,0,1,0,0.7784385113311005,0.4945553128224578
Doctor (MBBS),Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),18,9,0.7313278066524069,0.5027685919460304,0,7,0,0,0.6268889880676007,1,0,1,1,1,0.815206626588278,0.4256800653817531
Graphic Designer,Master's,Very Limited (<₹25K),Urgent (1-2 years),22,1,0.46380505191331733,0.6750639518606067,1,19,0,1,0.15174319604900766,1,1,0,0,0,0.6011175329661288,0.5877393200076106
Graphic Designer,Diploma,Moderate (₹75K-₹2L),Flexible (5+ years),42,2,0.7526645536874431,0.46038254570494275,1,32,0,1,0.5445569161808741,0,0,0,0,1,0.3793696569008056,0.59966426296256
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),37,2,0.7232550298398759,0.49938954411923697,1,35,0,0,0.17608802534663426,2,0,1,0,3,0.4332078390991799,0.568665428273488
Software Engineer,Master's,Limited (₹25K-₹75K),Immediate (<1 year),41,0,0.7223859059282243,0.4313479809631513,0,21,0,1,0.38612864401713287,1,0,1,3,0,0.6111370722541145,0.5741797997419666
Investment Banker,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),45,0,0.7970556008644338,0.7483533834477105,0,28,0,1,0.3405128900418615,1,0,1,0,0,0.3389636350253912,0.6515866649392198
Doctor (MBBS),Master's,Very Limited (<₹25K),Medium (2-5 years),30,2,0.6793030983173755,0.4509773374728052,0,30,0,0,0.40155519349627505,2,0,0,1,4,0.8784503160520352,0.5131853097455172
Graphic Designer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),39,0,0.43891516265126995,0.40131040712085153,0,21,1,0,0.0,2,0,1,0,0,0.5574280767509985,0.5546009974359316
Data Scientist,PhD,Limited (₹25K-₹75K),Medium (2-5 years),26,9,0.8480474550058941,0.316401056521048,1,9,0,0,0.07309464563473844,1,0,1,0,1,0.8319705639438839,0.48209677872812673
Product Manager,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),43,9,0.47171986593691595,0.6228080264344998,0,16,0,1,0.6856098518754963,1,0,1,0,2,0.8194391301519715,0.5161233077330486
Graphic Designer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),24,4,0.5699437177066803,0.5264730470526243,2,8,0,1,0.45604349648329234,1,0,2,0,0,0.7101657111136015,0.5606658113307452
Data Scientist,Diploma,Very Limited (<₹25K),Urgent (1-2 years),19,2,0.4862626504426731,0.5905163693773483,0,37,0,0,0.16851487966534007,1,0,1,1,5,0.7083530804626246,0.4932385622016678
Graphic Designer,Master's,Flexible (>₹2L),Medium (2-5 years),21,0,0.3889277692484473,0.5423909630597289,0,9,0,0,0.5458371180743656,0,0,1,0,0,0.4274940837052478,0.33697704659019295
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),21,0,0.7795922158819556,0.8037118421555572,1,34,0,0,0.5097916487849505,2,0,1,1,0,0.8260024895715989,0.6447857615390572
Entrepreneur,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),31,2,0.8249776644025097,0.6233711287917303,1,30,0,0,0.5829098319700688,1,0,2,0,0,0.3857090690883372,0.561141164055175
Lawyer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),41,2,0.6965981588533743,0.3416393136897208,0,35,0,0,0.4291942510163852,1,0,1,1,0,0.815423308293042,0.5161269816879659
Data Scientist,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),33,9,0.5868308148128288,0.7149129828172102,1,13,0,0,0.527366950318068,0,0,2,1,0,0.6535056736088121,0.4546600465496845
Teacher,Diploma,Very Limited (<₹25K),Medium (2-5 years),41,0,0.5136424170436231,0.5315105405011628,1,11,0,0,0.43648643833627077,1,0,1,0,0,0.6312932883824839,0.4334454069862097
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),42,0,0.44276711245884154,0.5440515805135461,1,34,1,0,0.3766684611372537,1,0,1,0,1,0.41335913291213777,0.5928290264908779
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),22,1,0.7106419766419663,0.5105013813254741,1,35,0,0,0.31311645719452447,0,0,1,0,6,0.5212209695917047,0.4953588281470734
Entrepreneur,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),45,0,0.4774367183455671,0.8677503529334825,0,35,0,1,0.851010316190108,0,0,1,0,0,0.774940015967951,0.6030963815980279
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),27,0,0.41571159665746776,0.2637245515272433,1,21,1,0,0.20232658466809053,2,0,2,1,2,0.721771740595744,0.5390899265236294
Product Manager,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),26,6,0.4865722130070281,0.5682365298390882,1,17,1,0,0.18714815926277817,2,0,0,2,0,0.54046846358203,0.5889659372932315
Data Scientist,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),37,0,0.49469462127986497,0.3635587501823852,2,28,1,0,0.27211615517136645,2,0,2,0,0,0.8529449631039494,0.6375141771799601
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),28,1,0.3136223158391691,0.964412156679044,1,19,1,1,0.697483414485607,1,0,2,0,0,0.7874137586260159,0.6831328038767108
Graphic Designer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),33,0,0.7079653663538984,0.5308071032849252,2,38,0,0,0.36950225987144075,0,0,0,0,2,0.6651492451263421,0.5651631546929302
Software Engineer,Master's,Very Limited (<₹25K),Immediate (<1 year),34,4,0.6482326501761542,0.5731072605698557,1,35,0,0,0.5673999767946273,1,0,2,0,0,0.724037743625529,0.5546945074622542
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),18,9,0.4959459402062688,0.7401514710752346,0,23,0,0,0.047240053170606255,2,0,2,1,0,0.3824677314348186,0.5132232926157495
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),36,4,0.5733902841890613,0.5828160918850445,1,31,0,0,0.36057262278171376,0,1,1,1,5,0.9092569090897871,0.48745135160263936
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),43,2,0.5617302381762331,0.6634654081572938,2,25,1,0,0.00886070341627282,1,0,0,0,2,0.556992317450949,0.6446891062272412
Graphic Designer,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),34,5,0.4471162145703449,0.621037871071461,0,5,0,0,0.636312019758392,1,0,2,1,0,0.5732125422090317,0.37317394969732015
Civil Engineer,High School,Limited (₹25K-₹75K),Flexible (5+ years),43,0,0.6900923450512371,0.6629150304421815,0,14,0,1,0.5105566909190931,2,0,2,0,0,0.4631777259129352,0.5875867753262668
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),39,1,0.40980554858215346,0.36281644850934824,1,23,1,0,0.45489869055929566,1,0,1,0,1,0.3149762012656652,0.5089707858614848
Lawyer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),21,0,0.7186374762043899,0.7489945294904152,1,23,1,0,0.210397194559045,1,0,2,0,0,0.7818272511598883,0.6708981774944824
Civil Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),19,6,0.6969365453717671,0.4233154713730889,1,7,0,1,0.638905407728948,1,0,1,0,8,0.3561193408705723,0.4616619931040647
Teacher,Master's,Very Limited (<₹25K),Medium (2-5 years),31,7,0.7478895635430635,0.560200237829821,1,9,0,0,0.5477964609163068,0,0,2,1,0,0.6881299659741714,0.44937462363597913
Teacher,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),34,6,0.5599652211552226,0.31382812388764125,0,27,0,0,0.16918052894914315,2,0,0,0,1,0.6285211374920407,0.4766176265746689
Data Scientist,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),32,8,0.6084123680584402,0.3817935573189687,1,13,0,0,0.23582331093740244,1,1,0,0,0,0.76102118926974,0.45396140112615035
Product Manager,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),38,5,0.536088767335908,0.6134273902895981,0,14,0,0,0.4845110532788942,1,1,2,1,1,0.49829936167687905,0.4207546107638539
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),18,0,0.6651109418287731,0.5442386233567267,2,6,1,0,0.7302045321609664,1,0,1,0,0,0.4148888560108258,0.5463921980617565
Lawyer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),45,0,0.6860029381770418,0.6309015876611962,1,7,0,0,0.4755273010186466,2,0,2,1,2,0.8736784512338149,0.4896600499620129
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),20,7,0.5676578237581368,0.638641000172021,0,34,0,0,0.3250463772572314,1,0,2,3,0,0.7796100284921768,0.5345558973391779
Graphic Designer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),45,0,0.6183678469830338,0.2170257408818131,2,23,0,0,0.35742892095459006,1,0,2,1,0,0.5744518550471256,0.47832857723350547
Civil Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),19,5,0.6050011907360995,0.6763868345033823,1,22,0,0,0.351305921529565,1,0,1,0,0,0.8099580958073398,0.527890872036616
Doctor (MBBS),Diploma,Limited (₹25K-₹75K),Flexible (5+ years),27,7,0.6239494362088099,0.4625607247476068,0,12,0,1,0.8110239865276916,1,1,2,3,0,0.8036659435928175,0.5138060938071592
Graphic Designer,Master's,Moderate (₹75K-₹2L),Medium (2-5 years),25,5,0.8737974378332358,0.24070443833553107,1,18,0,0,0.3218527797450817,1,0,1,0,2,0.547868440269996,0.47633260300988933
Machine Learning Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),23,0,0.46370117119112353,0.3898326328300046,1,11,0,0,0.42830177086230997,2,1,1,0,2,0.4848117405049267,0.40695729431152294
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),28,8,0.4673432913546498,0.6623839470086937,1,26,0,1,0.7810055608749833,1,0,1,1,0,0.7265006415309002,0.5876010043550299
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),33,1,0.5228723003998954,0.25269150152218817,2,26,1,0,0.5282131961498892,2,0,2,1,7,0.6826007913218894,0.5510308984002407
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),43,5,0.35655235234435956,0.44686076675333947,1,28,0,0,0.38714560316578706,1,0,1,0,0,0.9364397966794125,0.4708042951575541
Product Manager,Master's,Very Limited (<₹25K),Flexible (5+ years),29,0,0.7202553501803384,0.35523647924471635,1,16,0,1,0.6106810068479859,1,0,0,1,2,0.6077859984702878,0.5438584581705569
Data Scientist,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),44,0,1.0,0.645499866373082,1,36,0,0,0.6725661376087099,1,0,1,1,0,0.6121581046334106,0.6288045783071975
Product Manager,Master's,Very Limited (<₹25K),Medium (2-5 years),35,0,0.6104001153160946,0.6521332868110541,2,39,0,0,0.6613632820130968,1,0,1,0,0,0.8780583616975075,0.6019847700690977
Software Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),34,4,0.5452363435021953,0.936118917851344,1,33,1,0,0.20405736815222036,1,0,0,2,0,0.47500957212182005,0.6867627165766207
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),24,10,0.4314052562108923,0.547957818350545,1,10,1,0,0.4617245755562326,2,0,1,0,0,0.5883808676427983,0.5373075385990885
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Flexible (5+ years),42,0,0.5425423461059166,0.44311317387482385,0,10,1,0,0.5869705623258216,1,0,1,0,0,0.31872340519767073,0.47406308744599934
Data Scientist,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),24,7,0.551325447303272,0.5832487154864608,0,29,1,0,0.33356707792079265,1,0,1,2,0,0.7439827614685297,0.6020231809610104
Data Scientist,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),32,5,0.6995698456898994,0.4332461625651197,1,25,1,1,0.4819265746057208,1,0,1,1,0,0.5674214529825681,0.7029256374415902
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),45,3,0.40766448883308837,0.6018560979745895,1,26,0,1,0.492494167231925,1,0,1,0,4,0.4103626281347318,0.5385380688412799
Data Scientist,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),24,3,0.7885243890301921,0.37830240319610003,1,39,0,1,0.6723705033905913,2,1,2,0,0,0.5776796134715292,0.6809656937895003
Graphic Designer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),19,3,0.5048580297309313,0.5920320786441639,1,31,0,1,0.0,1,0,2,2,1,0.878418477409368,0.6432806749466127
Software Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),26,2,0.48399873233878177,0.36702090558963696,2,12,0,1,0.17115556890156408,2,0,2,0,0,0.7401808910505973,0.5753041484136535
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),36,4,0.44200591361575425,0.754275049602003,1,21,0,0,0.7231563108584319,2,0,1,0,2,0.5629294954946262,0.4839477660619277
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Immediate (<1 year),42,6,0.6002081836764517,0.6772688717466653,1,28,0,0,0.3402337125396659,1,0,1,0,4,0.35225495551901703,0.500566362979591
Machine Learning Engineer,PhD,Moderate (₹75K-₹2L),Medium (2-5 years),44,10,0.634493868386989,0.3922739473366649,1,29,0,1,0.825230740081619,1,0,1,3,0,0.48016007656790455,0.5772363326022119
Product Manager,Diploma,Flexible (>₹2L),Flexible (5+ years),36,0,0.624720746773929,0.5334587001418705,1,39,0,1,0.23416464628863998,1,0,2,0,3,0.48591120803222587,0.6438002824632457
Data Scientist,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),27,0,0.4629962265368245,0.6418815342128521,0,12,0,0,0.38365365032135645,2,0,1,0,1,0.31258256155227837,0.4236612543341721
Software Engineer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),28,0,0.7048619897614951,0.5684003911195844,1,17,0,0,0.5591476980013671,1,0,1,2,0,0.8267730252218446,0.5033637229812606
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Urgent (1-2 years),38,0,0.5118559347980463,0.7837928742434314,0,37,1,1,0.25952240691413797,0,0,2,2,4,0.6942712257184629,0.7037608923696735
Data Scientist,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),25,0,0.30249131391599987,0.6127363536604862,2,23,0,0,0.2849778046509591,1,0,1,1,0,0.932240627239193,0.4960218569616846
Entrepreneur,High School,Limited (₹25K-₹75K),Flexible (5+ years),28,4,0.5071945515857851,0.7966305062832347,0,35,0,0,0.643103460108962,2,0,2,0,0,0.4611393624377773,0.543085281376083
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),35,3,0.5628814469705483,0.6649010691982268,0,14,1,0,0.6532735639551077,1,0,2,0,0,0.5737892258527977,0.5358372328687282
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),18,1,0.6100377598072922,0.4875883605315673,1,31,0,0,0.5635395711795316,2,0,2,2,5,0.3287549357617152,0.4913232409369694
Graphic Designer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),43,0,0.6678453420791294,0.5164951571507849,0,15,0,0,0.756371480757378,2,0,0,3,0,0.9070623250129262,0.47482788420122096
Teacher,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),41,0,0.5165386725885904,0.618113665922118,1,39,0,0,0.7101610530442111,1,0,1,0,0,0.6110513245155267,0.5373192979796015
Machine Learning Engineer,High School,Very Limited (<₹25K),Flexible (5+ years),26,5,0.708222361051412,0.3936750391986742,0,9,0,0,0.5569088905554053,1,1,0,0,2,0.40367629691375473,0.3884507650746677
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),45,3,0.7227730518336338,0.7721333532321093,0,9,1,0,0.3736229937413664,1,0,2,1,4,0.7914716688487781,0.5633503804402471
Teacher,High School,Moderate (₹75K-₹2L),Flexible (5+ years),32,6,0.8174436542462258,0.8901456008154253,1,40,0,1,0.3996864952135715,1,0,0,0,0,0.8250358356487513,0.768278037993318
Teacher,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),25,2,0.5441070923442852,0.4880169868301075,2,28,0,1,0.664963012195966,1,0,0,1,0,0.35350862235672875,0.5964512470014114
Entrepreneur,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),18,6,0.4354988136533725,0.5617374930615116,0,12,0,1,0.5238955866957027,2,1,1,0,0,0.8656965934814829,0.5334504370291901
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),42,0,0.8598893168504831,0.5870466177890039,2,6,1,0,0.5516970314234619,1,0,0,0,2,0.9166807340870813,0.6124507078382949
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),42,3,0.7284678715975048,0.5511871269791982,2,23,0,1,0.4825690040201021,0,0,1,0,0,0.6054757237857771,0.6207669793546645
Investment Banker,Master's,Very Limited (<₹25K),Medium (2-5 years),45,7,0.7024654754026831,0.5848262844276871,1,23,1,0,0.7428684715519674,2,0,0,0,4,0.7966906458475987,0.6154914797928047
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),40,7,0.2641042031825199,0.6544754263424926,0,7,0,1,0.6478531544816617,0,0,2,0,8,0.563589928702305,0.36969565996557674
Civil Engineer,High School,Moderate (₹75K-₹2L),Medium (2-5 years),36,2,1.0,0.6073717772783205,0,13,0,0,0.4162044710532999,1,0,1,0,2,0.5852687502109902,0.5099756472162993
Machine Learning Engineer,Diploma,Limited (₹25K-₹75K),Urgent (1-2 years),23,2,0.5850449482238963,0.604810659916319,2,17,0,0,0.48725536604534675,1,0,2,1,3,0.5256856512720169,0.47840210289356067
Investment Banker,PhD,Moderate (₹75K-₹2L),Immediate (<1 year),25,4,0.8916571727958589,0.45874920733187363,1,25,0,0,0.18710348404050736,2,0,1,0,2,0.942663422684056,0.5903384792577969
Product Manager,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),38,2,0.8606928453279845,0.4055782035060601,1,34,0,1,0.3956302728835034,1,0,1,0,0,0.31955482498908444,0.6566715271967849
Doctor (MBBS),PhD,Moderate (₹75K-₹2L),Flexible (5+ years),23,4,0.8201673763759807,0.5637730155074397,2,6,1,1,0.4989636906295453,2,0,1,1,0,0.5421610578570756,0.7232592959626887
Doctor (MBBS),PhD,Flexible (>₹2L),Urgent (1-2 years),29,0,0.5941165866536029,0.6276733581089575,1,40,0,0,1.0,1,0,1,1,0,0.40340783162802374,0.5331447126284654
Software Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),40,11,0.37562840840556777,0.5684654266489433,0,9,0,1,0.3813132622176579,0,0,0,0,0,0.508409871213074,0.4505003261282258
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),45,1,0.6438777499054333,0.46880375107926586,1,10,0,1,0.25221076647903073,0,0,0,3,0,0.9192240554472906,0.5449467770913896
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),44,4,0.6879143283368675,0.39780158703260005,2,40,1,0,0.3095418251344726,2,1,2,0,1,0.6694383050825943,0.708581261053003
Doctor (MBBS),Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),32,6,0.5148901054150316,0.20180451616685263,1,35,0,0,0.28660015561080093,1,0,1,0,3,0.6981994743390496,0.4650786644444467
Doctor (MBBS),Bachelor's,Flexible (>₹2L),Urgent (1-2 years),20,0,0.8327644282868757,0.6150349630765809,2,11,1,0,0.5872528400583359,2,0,1,1,0,0.7184570702014266,0.6566183416260168
Machine Learning Engineer,Master's,Flexible (>₹2L),Flexible (5+ years),44,8,0.4611685856398148,0.44006144272541076,0,18,0,0,0.5764628676730026,1,0,0,3,0,0.8742083368326636,0.41563020699475767
Software Engineer,Master's,Very Limited (<₹25K),Immediate (<1 year),28,0,0.27142926801341877,0.6520718089277554,2,13,0,0,0.7434760162673741,1,0,2,0,0,0.4293193485178041,0.4101387915543686
Civil Engineer,Diploma,Flexible (>₹2L),Urgent (1-2 years),22,6,0.7089266728021169,0.679323450333538,1,15,0,1,0.7502736698979409,2,0,1,0,2,0.7188449727390398,0.6100290839191758
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),36,2,0.5150640946443554,0.4802264033296313,2,33,0,1,0.28976760284350944,0,1,1,0,0,0.8984918470217251,0.6292329916372267
Doctor (MBBS),High School,Limited (₹25K-₹75K),Flexible (5+ years),25,0,0.6181817451518772,0.6814157370775217,1,30,0,1,0.3740279994611076,1,0,2,0,0,0.49680249310478786,0.6444874342741878
Teacher,PhD,Limited (₹25K-₹75K),Medium (2-5 years),35,3,0.6916298559998689,0.5485005895713829,1,12,0,0,0.22580781313538068,1,0,2,0,2,0.42900459047230627,0.4624275651691942
Teacher,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),44,5,0.6707543172229887,0.5057808210511006,1,20,0,1,0.6105362447411312,1,1,0,0,0,0.6327576157112118,0.586129055150767
Data Scientist,High School,Limited (₹25K-₹75K),Medium (2-5 years),27,9,0.5218986097504285,0.6370184881475877,0,29,0,0,0.5943086144471447,2,0,0,0,0,0.39670558251628774,0.49880234357568104
